GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,HD01_VD04,HD01_VD05,HD01_VD06
0500000US29019,29019,"Boone County, Missouri",137079,103274,6341,96933,33805
0500000US29021,29021,"Buchanan County, Missouri",70824,47057,3423,43634,23767
0500000US29023,29023,"Butler County, Missouri",34042,20323,2014,18309,13719
0500000US29025,29025,"Caldwell County, Missouri",7199,4461,356,4105,2738
0500000US29027,29027,"Callaway County, Missouri",35955,23024,2009,21015,12931
0500000US29029,29029,"Camden County, Missouri",36553,21216,1100,20116,15337
0500000US29031,29031,"Cape Girardeau County, Missouri",62017,42400,3529,38871,19617
0500000US29033,29033,"Carroll County, Missouri",7303,4580,263,4317,2723
0500000US29035,29035,"Carter County, Missouri",4937,2919,183,2736,2018
0500000US29037,29037,"Cass County, Missouri",77442,53010,3112,49898,24432
0500000US29039,29039,"Cedar County, Missouri",11024,5752,512,5240,5272
0500000US29041,29041,"Chariton County, Missouri",6212,3714,280,3434,2498
0500000US29043,29043,"Christian County, Missouri",60819,42094,2701,39393,18725
0500000US29045,29045,"Clark County, Missouri",5527,3598,352,3246,1929
0500000US29047,29047,"Clay County, Missouri",176547,128160,7619,120541,48387
0500000US29049,29049,"Clinton County, Missouri",16212,11018,462,10556,5194
0500000US29051,29051,"Cole County, Missouri",60704,39723,4163,35560,20981
0500000US29053,29053,"Cooper County, Missouri",14130,9030,527,8503,5100
0500000US29055,29055,"Crawford County, Missouri",19459,11455,1984,9471,8004
0500000US29057,29057,"Dade County, Missouri",6290,3681,223,3458,2609
0500000US29059,29059,"Dallas County, Missouri",13080,7032,719,6313,6048
0500000US29061,29061,"Daviess County, Missouri",6414,3920,186,3734,2494
0500000US29063,29063,"DeKalb County, Missouri",10921,5120,325,4795,5801
0500000US29065,29065,"Dent County, Missouri",12426,6552,720,5832,5874
0500000US29067,29067,"Douglas County, Missouri",11019,5568,738,4830,5451
0500000US29069,29069,"Dunklin County, Missouri",24597,13064,1011,12053,11533
0500000US29071,29071,"Franklin County, Missouri",79891,52961,3716,49245,26930
0500000US29073,29073,"Gasconade County, Missouri",12145,7491,864,6627,4654
0500000US29075,29075,"Gentry County, Missouri",5338,3316,289,3027,2022
0500000US29077,29077,"Greene County, Missouri",227897,152158,10966,141192,75739
0500000US29079,29079,"Grundy County, Missouri",8065,4958,403,4555,3107
0500000US29081,29081,"Harrison County, Missouri",6870,4392,253,4139,2478
0500000US29083,29083,"Henry County, Missouri",17704,10660,931,9729,7044
0500000US29085,29085,"Hickory County, Missouri",8025,3567,333,3234,4458
0500000US29087,29087,"Holt County, Missouri",3850,2540,126,2414,1310
0500000US29089,29089,"Howard County, Missouri",8115,5056,443,4613,3059
0500000US29091,29091,"Howell County, Missouri",31465,18019,1381,16638,13446
0500000US29093,29093,"Iron County, Missouri",8410,4484,450,4034,3926
0500000US29095,29095,"Jackson County, Missouri",531180,357996,24124,333872,173184
0500000US29097,29097,"Jasper County, Missouri",90000,60008,4120,55888,29992
0500000US29099,29099,"Jefferson County, Missouri",172702,118734,7818,110916,53968
0500000US29101,29101,"Johnson County, Missouri",43175,30864,1586,29278,12311
0500000US29103,29103,"Knox County, Missouri",3216,1985,99,1886,1231
0500000US29105,29105,"Laclede County, Missouri",27837,16814,1387,15427,11023
0500000US29107,29107,"Lafayette County, Missouri",26257,16968,931,16037,9289
0500000US29109,29109,"Lawrence County, Missouri",29409,17828,1437,16391,11581
0500000US29111,29111,"Lewis County, Missouri",8065,5600,442,5158,2465
0500000US29113,29113,"Lincoln County, Missouri",40673,26926,1800,25126,13747
0500000US29115,29115,"Linn County, Missouri",9905,5590,376,5214,4315
0500000US29117,29117,"Livingston County, Missouri",12262,7279,418,6861,4983
0500000US29119,29119,"McDonald County, Missouri",17493,10395,1368,9027,7098
0500000US29121,29121,"Macon County, Missouri",12173,7140,502,6638,5033
0500000US29123,29123,"Madison County, Missouri",9757,5589,583,5006,4168
0500000US29125,29125,"Maries County, Missouri",7218,4133,857,3276,3085
0500000US29127,29127,"Marion County, Missouri",22747,14878,1336,13542,7869
0500000US29129,29129,"Mercer County, Missouri",2925,1871,90,1781,1054
0500000US29131,29131,"Miller County, Missouri",19758,12086,1095,10991,7672
0500000US29133,29133,"Mississippi County, Missouri",11321,5884,578,5306,5437
0500000US29135,29135,"Moniteau County, Missouri",12160,7738,673,7065,4422
0500000US29137,29137,"Monroe County, Missouri",6930,4177,320,3857,2753
0500000US29139,29139,"Montgomery County, Missouri",9562,5952,499,5453,3610
0500000US29141,29141,"Morgan County, Missouri",16403,8507,545,7962,7896
0500000US29143,29143,"New Madrid County, Missouri",14699,8485,593,7892,6214
0500000US29145,29145,"Newton County, Missouri",45726,28769,3058,25711,16957
0500000US29147,29147,"Nodaway County, Missouri",19750,14195,1195,13000,5555
0500000US29149,29149,"Oregon County, Missouri",8878,4567,402,4165,4311
0500000US29151,29151,"Osage County, Missouri",10906,7340,787,6553,3566
0500000US29153,29153,"Ozark County, Missouri",8015,3793,390,3403,4222
0500000US29155,29155,"Pemiscot County, Missouri",13641,7444,483,6961,6197
0500000US29157,29157,"Perry County, Missouri",14848,10008,1086,8922,4840
0500000US29159,29159,"Pettis County, Missouri",32736,21519,1257,20262,11217
0500000US29161,29161,"Phelps County, Missouri",36348,23143,4038,19105,13205
0500000US29163,29163,"Pike County, Missouri",14874,8388,907,7481,6486
0500000US29165,29165,"Platte County, Missouri",72467,54033,2490,51543,18434
0500000US29167,29167,"Polk County, Missouri",24520,14720,1069,13651,9800
0500000US29169,29169,"Pulaski County, Missouri",42018,30921,3705,27216,11097
0500000US29171,29171,"Putnam County, Missouri",3946,2309,114,2195,1637
0500000US29173,29173,"Ralls County, Missouri",8292,5388,445,4943,2904
0500000US29175,29175,"Randolph County, Missouri",20112,11303,561,10742,8809
0500000US29177,29177,"Ray County, Missouri",18307,11420,667,10753,6887
0500000US29179,29179,"Reynolds County, Missouri",5324,2770,241,2529,2554
0500000US29181,29181,"Ripley County, Missouri",11205,6134,525,5609,5071
0500000US29183,29183,"St. Charles County, Missouri",287616,211399,13288,198111,76217
0500000US29185,29185,"St. Clair County, Missouri",8010,4106,420,3686,3904
0500000US29186,29186,"Ste. Genevieve County, Missouri",14384,8901,341,8560,5483
0500000US29187,29187,"St. Francois County, Missouri",53240,29689,2033,27656,23551
0500000US29189,29189,"St. Louis County, Missouri",800687,542602,37768,504834,258085
0500000US29195,29195,"Saline County, Missouri",18702,12187,776,11411,6515
0500000US29197,29197,"Schuyler County, Missouri",3453,2034,95,1939,1419
0500000US29199,29199,"Scotland County, Missouri",3640,2425,209,2216,1215
0500000US29201,29201,"Scott County, Missouri",30682,19689,1406,18283,10993
0500000US29203,29203,"Shannon County, Missouri",6653,3831,298,3533,2822
0500000US29205,29205,"Shelby County, Missouri",4913,3176,238,2938,1737
0500000US29207,29207,"Stoddard County, Missouri",24118,14055,1009,13046,10063
0500000US29209,29209,"Stone County, Missouri",26531,14636,1245,13391,11895
0500000US29211,29211,"Sullivan County, Missouri",5152,3226,201,3025,1926
0500000US29213,29213,"Taney County, Missouri",42799,27055,1964,25091,15744
0500000US29215,29215,"Texas County, Missouri",20948,10744,981,9763,10204
0500000US29217,29217,"Vernon County, Missouri",16290,10613,681,9932,5677
0500000US29219,29219,"Warren County, Missouri",25793,17172,1183,15989,8621
0500000US29221,29221,"Washington County, Missouri",19848,10515,925,9590,9333
0500000US29223,29223,"Wayne County, Missouri",10881,5548,479,5069,5333
0500000US29225,29225,"Webster County, Missouri",27613,16960,1952,15008,10653
0500000US29227,29227,"Worth County, Missouri",1716,1172,76,1096,544
0500000US29229,29229,"Wright County, Missouri",14446,7585,730,6855,6861
0500000US29510,29510,"St. Louis city, Missouri",260306,165972,16307,149665,94334
0500000US30001,30001,"Beaverhead County, Montana",7841,5564,284,5280,2277
0500000US30003,30003,"Big Horn County, Montana",9027,5741,491,5250,3286
0500000US30005,30005,"Blaine County, Montana",4811,2867,127,2740,1944
0500000US30007,30007,"Broadwater County, Montana",4583,3039,295,2744,1544
0500000US30009,30009,"Carbon County, Montana",8537,5724,448,5276,2813
0500000US30011,30011,"Carter County, Montana",1024,703,52,651,321
0500000US30013,30013,"Cascade County, Montana",65443,44286,2652,41634,21157
0500000US30015,30015,"Chouteau County, Montana",4563,2905,167,2738,1658
0500000US30017,30017,"Custer County, Montana",9570,6743,510,6233,2827
0500000US30019,30019,"Daniels County, Montana",1545,1171,52,1119,374
0500000US30021,30021,"Dawson County, Montana",7502,5293,335,4958,2209
0500000US30023,30023,"Deer Lodge County, Montana",7894,4611,291,4320,3283
0500000US30025,30025,"Fallon County, Montana",2343,1816,86,1730,527
0500000US30027,30027,"Fergus County, Montana",9490,6450,389,6061,3040
0500000US30029,30029,"Flathead County, Montana",73641,49676,3973,45703,23965
0500000US30031,30031,"Gallatin County, Montana",75742,59362,3906,55456,16380
0500000US30033,30033,"Garfield County, Montana",862,615,34,581,247
0500000US30035,30035,"Glacier County, Montana",9703,5745,392,5353,3958
0500000US30037,30037,"Golden Valley County, Montana",634,390,23,367,244
0500000US30039,30039,"Granite County, Montana",2655,1573,97,1476,1082
0500000US30041,30041,"Hill County, Montana",12502,8486,630,7856,4016
0500000US30043,30043,"Jefferson County, Montana",9295,6271,547,5724,3024
0500000US30045,30045,"Judith Basin County, Montana",1670,1086,85,1001,584
0500000US30047,30047,"Lake County, Montana",22672,13810,1068,12742,8862
0500000US30049,30049,"Lewis and Clark County, Montana",51988,37547,1953,35594,14441
0500000US30051,30051,"Liberty County, Montana",1837,1115,136,979,722
0500000US30053,30053,"Lincoln County, Montana",16246,8768,1074,7694,7478
0500000US30055,30055,"McCone County, Montana",1445,1095,81,1014,350
0500000US30057,30057,"Madison County, Montana",6526,4406,233,4173,2120
0500000US30059,30059,"Meagher County, Montana",1681,1174,73,1101,507
0500000US30061,30061,"Mineral County, Montana",3594,1902,249,1653,1692
0500000US30063,30063,"Missoula County, Montana",91633,68354,7131,61223,23279
0500000US30065,30065,"Musselshell County, Montana",3842,2285,284,2001,1557
0500000US30067,30067,"Park County, Montana",13047,8728,598,8130,4319
0500000US30069,30069,"Petroleum County, Montana",417,297,22,275,120
0500000US30071,30071,"Phillips County, Montana",3402,2101,134,1967,1301
0500000US30073,30073,"Pondera County, Montana",4871,3180,254,2926,1691
0500000US30075,30075,"Powder River County, Montana",1446,1036,42,994,410
0500000US30077,30077,"Powell County, Montana",6057,4007,227,3780,2050
0500000US30079,30079,"Prairie County, Montana",1083,627,27,600,456
0500000US30081,30081,"Ravalli County, Montana",33100,20199,1613,18586,12901
0500000US30083,30083,"Richland County, Montana",8502,6546,478,6068,1956
0500000US30085,30085,"Roosevelt County, Montana",7741,3957,209,3748,3784
0500000US30087,30087,"Rosebud County, Montana",6912,4526,325,4201,2386
0500000US30089,30089,"Sanders County, Montana",9446,4950,733,4217,4496
0500000US30091,30091,"Sheridan County, Montana",2849,2052,118,1934,797
0500000US30093,30093,"Silver Bow County, Montana",28145,18495,871,17624,9650
0500000US30095,30095,"Stillwater County, Montana",7515,5049,365,4684,2466
0500000US30097,30097,"Sweet Grass County, Montana",2821,1836,74,1762,985
0500000US30099,30099,"Teton County, Montana",4844,3144,176,2968,1700
0500000US30101,30101,"Toole County, Montana",4351,2915,182,2733,1436
0500000US30103,30103,"Treasure County, Montana",664,392,32,360,272
0500000US30105,30105,"Valley County, Montana",6018,3955,166,3789,2063
0500000US30107,30107,"Wheatland County, Montana",1770,1105,58,1047,665
0500000US30109,30109,"Wibaux County, Montana",818,514,33,481,304
0500000US30111,30111,"Yellowstone County, Montana",119757,86841,5877,80964,32916
0500000US31001,31001,"Adams County, Nebraska",24825,18314,1086,17228,6511
0500000US31003,31003,"Antelope County, Nebraska",5205,3632,290,3342,1573
0500000US31005,31005,"Arthur County, Nebraska",335,227,20,207,108
0500000US31007,31007,"Banner County, Nebraska",642,479,21,458,163
0500000US31009,31009,"Blaine County, Nebraska",468,354,14,340,114
0500000US31011,31011,"Boone County, Nebraska",4306,3061,216,2845,1245
0500000US31013,31013,"Box Butte County, Nebraska",8658,6166,559,5607,2492
0500000US31015,31015,"Boyd County, Nebraska",1661,1073,88,985,588
0500000US31017,31017,"Brown County, Nebraska",2498,1745,198,1547,753
0500000US31019,31019,"Buffalo County, Nebraska",37229,29660,1530,28130,7569
0500000US31021,31021,"Burt County, Nebraska",5424,3591,305,3286,1833
0500000US31023,31023,"Butler County, Nebraska",6608,4616,665,3951,1992
0500000US31025,31025,"Cass County, Nebraska",19853,14503,815,13688,5350
0500000US31027,31027,"Cedar County, Nebraska",6829,4907,229,4678,1922
0500000US31029,31029,"Chase County, Nebraska",3105,2218,72,2146,887
0500000US31031,31031,"Cherry County, Nebraska",4690,3628,510,3118,1062
0500000US31033,31033,"Cheyenne County, Nebraska",7849,6032,497,5535,1817
0500000US31035,31035,"Clay County, Nebraska",5071,3634,210,3424,1437
0500000US31037,31037,"Colfax County, Nebraska",7743,5935,320,5615,1808
0500000US31039,31039,"Cuming County, Nebraska",7115,5236,328,4908,1879
0500000US31041,31041,"Custer County, Nebraska",8665,6168,321,5847,2497
0500000US31043,31043,"Dakota County, Nebraska",15413,11434,682,10752,3979
0500000US31045,31045,"Dawes County, Nebraska",7695,5682,457,5225,2013
0500000US31047,31047,"Dawson County, Nebraska",18241,13528,750,12778,4713
0500000US31049,31049,"Deuel County, Nebraska",1553,1136,124,1012,417
0500000US31051,31051,"Dixon County, Nebraska",4580,3282,157,3125,1298
0500000US31053,31053,"Dodge County, Nebraska",29004,20517,1531,18986,8487
0500000US31055,31055,"Douglas County, Nebraska",407485,303382,21640,281742,104103
0500000US31057,31057,"Dundy County, Nebraska",1602,1083,74,1009,519
0500000US31059,31059,"Fillmore County, Nebraska",4658,3374,217,3157,1284
0500000US31061,31061,"Franklin County, Nebraska",2627,1770,140,1630,857
0500000US31063,31063,"Frontier County, Nebraska",2094,1451,122,1329,643
0500000US31065,31065,"Furnas County, Nebraska",3911,2594,144,2450,1317
0500000US31067,31067,"Gage County, Nebraska",17462,12226,1906,10320,5236
0500000US31069,31069,"Garden County, Nebraska",1636,1136,88,1048,500
0500000US31071,31071,"Garfield County, Nebraska",1574,1075,53,1022,499
0500000US31073,31073,"Gosper County, Nebraska",1592,1180,86,1094,412
0500000US31075,31075,"Grant County, Nebraska",535,404,20,384,131
0500000US31077,31077,"Greeley County, Nebraska",1950,1310,115,1195,640
0500000US31079,31079,"Hall County, Nebraska",45772,34069,2571,31498,11703
0500000US31081,31081,"Hamilton County, Nebraska",7123,5053,236,4817,2070
0500000US31083,31083,"Harlan County, Nebraska",2823,1874,106,1768,949
0500000US31085,31085,"Hayes County, Nebraska",944,686,42,644,258
0500000US31087,31087,"Hitchcock County, Nebraska",2357,1596,53,1543,761
0500000US31089,31089,"Holt County, Nebraska",8207,6072,276,5796,2135
0500000US31091,31091,"Hooker County, Nebraska",575,380,30,350,195
0500000US31093,31093,"Howard County, Nebraska",5006,3652,213,3439,1354
0500000US31095,31095,"Jefferson County, Nebraska",6065,4208,630,3578,1857
0500000US31097,31097,"Johnson County, Nebraska",4349,2572,166,2406,1777
0500000US31099,31099,"Kearney County, Nebraska",5139,3843,268,3575,1296
0500000US31101,31101,"Keith County, Nebraska",6712,4682,268,4414,2030
0500000US31103,31103,"Keya Paha County, Nebraska",649,516,39,477,133
0500000US31105,31105,"Kimball County, Nebraska",2970,1987,194,1793,983
0500000US31107,31107,"Knox County, Nebraska",6786,4647,299,4348,2139
0500000US31109,31109,"Lancaster County, Nebraska",232792,179303,8896,170407,53489
0500000US31111,31111,"Lincoln County, Nebraska",28089,19385,1450,17935,8704
0500000US31113,31113,"Logan County, Nebraska",549,401,81,320,148
0500000US31115,31115,"Loup County, Nebraska",457,339,27,312,118
0500000US31117,31117,"McPherson County, Nebraska",350,232,73,159,118
0500000US31119,31119,"Madison County, Nebraska",27294,20265,1274,18991,7029
0500000US31121,31121,"Merrick County, Nebraska",6175,4574,200,4374,1601
0500000US31123,31123,"Morrill County, Nebraska",3840,2682,261,2421,1158
0500000US31125,31125,"Nance County, Nebraska",2935,2041,174,1867,894
0500000US31127,31127,"Nemaha County, Nebraska",5905,4079,248,3831,1826
0500000US31129,31129,"Nuckolls County, Nebraska",3622,2469,110,2359,1153
0500000US31131,31131,"Otoe County, Nebraska",12457,9052,486,8566,3405
0500000US31133,31133,"Pawnee County, Nebraska",2243,1423,104,1319,820
0500000US31135,31135,"Perkins County, Nebraska",2336,1650,73,1577,686
0500000US31137,31137,"Phelps County, Nebraska",7195,5203,252,4951,1992
0500000US31139,31139,"Pierce County, Nebraska",5612,4136,188,3948,1476
0500000US31141,31141,"Platte County, Nebraska",24849,18990,1003,17987,5859
0500000US31143,31143,"Polk County, Nebraska",4230,3106,259,2847,1124
0500000US31145,31145,"Red Willow County, Nebraska",8848,6433,295,6138,2415
0500000US31147,31147,"Richardson County, Nebraska",6691,4490,446,4044,2201
0500000US31149,31149,"Rock County, Nebraska",1186,852,56,796,334
0500000US31151,31151,"Saline County, Nebraska",11236,7840,1022,6818,3396
0500000US31153,31153,"Sarpy County, Nebraska",123547,96789,5359,91430,26758
0500000US31155,31155,"Saunders County, Nebraska",16110,11677,720,10957,4433
0500000US31157,31157,"Scotts Bluff County, Nebraska",28683,20262,1433,18829,8421
0500000US31159,31159,"Seward County, Nebraska",13479,9984,578,9406,3495
0500000US31161,31161,"Sheridan County, Nebraska",4207,2832,276,2556,1375
0500000US31163,31163,"Sherman County, Nebraska",2527,1696,94,1602,831
0500000US31165,31165,"Sioux County, Nebraska",1071,733,114,619,338
0500000US31167,31167,"Stanton County, Nebraska",4627,3508,228,3280,1119
0500000US31169,31169,"Thayer County, Nebraska",4225,2661,374,2287,1564
0500000US31171,31171,"Thomas County, Nebraska",621,488,52,436,133
0500000US31173,31173,"Thurston County, Nebraska",4702,2939,107,2832,1763
0500000US31175,31175,"Valley County, Nebraska",3431,2402,125,2277,1029
0500000US31177,31177,"Washington County, Nebraska",15875,11737,802,10935,4138
0500000US31179,31179,"Wayne County, Nebraska",7883,6326,394,5932,1557
0500000US31181,31181,"Webster County, Nebraska",3019,1890,96,1794,1129
0500000US31183,31183,"Wheeler County, Nebraska",750,573,82,491,177
0500000US31185,31185,"York County, Nebraska",11176,8316,623,7693,2860
0500000US32001,32001,"Churchill County, Nevada",19264,11980,761,11219,7284
0500000US32003,32003,"Clark County, Nevada",1570602,1018689,84092,934597,551913
0500000US32005,32005,"Douglas County, Nevada",39319,23413,1638,21775,15906
0500000US32007,32007,"Elko County, Nevada",38013,28030,1057,26973,9983
0500000US32009,32009,"Esmeralda County, Nevada",875,454,57,397,421
0500000US32011,32011,"Eureka County, Nevada",1373,919,5,914,454
0500000US32013,32013,"Humboldt County, Nevada",12842,9159,814,8345,3683
0500000US32015,32015,"Lander County, Nevada",4447,2885,108,2777,1562
0500000US32017,32017,"Lincoln County, Nevada",4166,2144,63,2081,2022
0500000US32019,32019,"Lyon County, Nevada",40872,23242,1737,21505,17630
0500000US32021,32021,"Mineral County, Nevada",3784,2114,89,2025,1670
0500000US32023,32023,"Nye County, Nevada",35766,16786,1659,15127,18980
0500000US32027,32027,"Pershing County, Nevada",5640,2382,85,2297,3258
0500000US32029,32029,"Storey County, Nevada",3528,2117,100,2017,1411
0500000US32031,32031,"Washoe County, Nevada",342717,229248,18416,210832,113469
0500000US32033,32033,"White Pine County, Nevada",8104,4430,279,4151,3674
0500000US32510,32510,"Carson City, Nevada",44409,26888,1734,25154,17521
0500000US33001,33001,"Belknap County, New Hampshire",49812,33069,1841,31228,16743
0500000US33003,33003,"Carroll County, New Hampshire",40481,26120,1293,24827,14361
0500000US33005,33005,"Cheshire County, New Hampshire",63932,46377,3403,42974,17555
0500000US33007,33007,"Coos County, New Hampshire",27344,17208,1081,16127,10136
0500000US33009,33009,"Grafton County, New Hampshire",75479,51808,3288,48520,23671
0500000US33011,33011,"Hillsborough County, New Hampshire",323150,234205,14335,219870,88945
0500000US33013,33013,"Merrimack County, New Hampshire",120462,84118,5201,78917,36344
0500000US33015,33015,"Rockingham County, New Hampshire",242159,179205,12051,167154,62954
0500000US33017,33017,"Strafford County, New Hampshire",102195,75753,5656,70097,26442
0500000US33019,33019,"Sullivan County, New Hampshire",35781,24386,1468,22918,11395
0500000US34001,34001,"Atlantic County, New Jersey",220859,144596,13057,131539,76263
0500000US34003,34003,"Bergen County, New Jersey",741961,491765,42192,449573,250196
0500000US34005,34005,"Burlington County, New Jersey",361955,247547,19480,228067,114408
0500000US34007,34007,"Camden County, New Jersey",404607,267118,20346,246772,137489
0500000US34009,34009,"Cape May County, New Jersey",81077,51490,3490,48000,29587
0500000US34011,34011,"Cumberland County, New Jersey",124247,75162,6973,68189,49085
0500000US34013,34013,"Essex County, New Jersey",618410,391186,42404,348782,227224
0500000US34015,34015,"Gloucester County, New Jersey",229717,156462,11145,145317,73255
0500000US34017,34017,"Hudson County, New Jersey",535194,361151,32468,328683,174043
0500000US34019,34019,"Hunterdon County, New Jersey",102551,72103,4855,67248,30448
0500000US34021,34021,"Mercer County, New Jersey",297734,202606,17767,184839,95128
0500000US34023,34023,"Middlesex County, New Jersey",660947,434851,31826,403025,226096
0500000US34025,34025,"Monmouth County, New Jersey",503829,340534,25235,315299,163295
0500000US34027,34027,"Morris County, New Jersey",397363,279348,18400,260948,118015
0500000US34029,34029,"Ocean County, New Jersey",458983,272863,21987,250876,186120
0500000US34031,34031,"Passaic County, New Jersey",395648,248995,19715,229280,146653
0500000US34033,34033,"Salem County, New Jersey",52468,32886,2540,30346,19582
0500000US34035,34035,"Somerset County, New Jersey",259303,181522,12711,168811,77781
0500000US34037,34037,"Sussex County, New Jersey",118245,83605,5173,78432,34640
0500000US34039,34039,"Union County, New Jersey",428262,290376,33664,256712,137886
0500000US34041,34041,"Warren County, New Jersey",86821,58854,4574,54280,27967
0500000US35001,35001,"Bernalillo County, New Mexico",531410,345465,27588,317877,185945
0500000US35003,35003,"Catron County, New Mexico",3298,1375,73,1302,1923
0500000US35005,35005,"Chaves County, New Mexico",49848,31078,1983,29095,18770
0500000US35006,35006,"Cibola County, New Mexico",21378,11936,902,11034,9442
0500000US35007,35007,"Colfax County, New Mexico",11043,5954,421,5533,5089
0500000US35009,35009,"Curry County, New Mexico",37620,25262,1636,23626,12358
0500000US35011,35011,"De Baca County, New Mexico",1662,909,141,768,753
0500000US35013,35013,"Doña Ana County, New Mexico",163412,102704,6265,96439,60708
0500000US35015,35015,"Eddy County, New Mexico",41992,27694,1926,25768,14298
0500000US35017,35017,"Grant County, New Mexico",23698,12944,859,12085,10754
0500000US35019,35019,"Guadalupe County, New Mexico",3791,1787,135,1652,2004
0500000US35021,35021,"Harding County, New Mexico",565,303,16,287,262
0500000US35023,35023,"Hidalgo County, New Mexico",3731,2211,196,2015,1520
0500000US35025,35025,"Lea County, New Mexico",48796,31076,1811,29265,17720
0500000US35027,35027,"Lincoln County, New Mexico",16835,9427,676,8751,7408
0500000US35028,35028,"Los Alamos County, New Mexico",14388,9939,353,9586,4449
0500000US35029,35029,"Luna County, New Mexico",19061,10575,1042,9533,8486
0500000US35031,35031,"McKinley County, New Mexico",53344,25837,5406,20431,27507
0500000US35033,35033,"Mora County, New Mexico",3640,1642,8,1634,1998
0500000US35035,35035,"Otero County, New Mexico",50964,29037,2191,26846,21927
0500000US35037,35037,"Quay County, New Mexico",7157,3537,335,3202,3620
0500000US35039,35039,"Rio Arriba County, New Mexico",31464,17493,1035,16458,13971
0500000US35041,35041,"Roosevelt County, New Mexico",15437,10173,861,9312,5264
0500000US35043,35043,"Sandoval County, New Mexico",104445,64530,4641,59889,39915
0500000US35045,35045,"San Juan County, New Mexico",95589,57920,4768,53152,37669
0500000US35047,35047,"San Miguel County, New Mexico",23590,11398,660,10738,12192
0500000US35049,35049,"Santa Fe County, New Mexico",120282,78172,5394,72778,42110
0500000US35051,35051,"Sierra County, New Mexico",10230,4492,655,3837,5738
0500000US35053,35053,"Socorro County, New Mexico",13494,6281,469,5812,7213
0500000US35055,35055,"Taos County, New Mexico",27173,16250,889,15361,10923
0500000US35057,35057,"Torrance County, New Mexico",12960,6401,478,5923,6559
0500000US35059,35059,"Union County, New Mexico",3601,1954,114,1840,1647
0500000US35061,35061,"Valencia County, New Mexico",59257,32264,2144,30120,26993
0500000US36001,36001,"Albany County, New York",254255,173361,13443,159918,80894
0500000US36003,36003,"Allegany County, New York",39666,25503,1599,23904,14163
0500000US36005,36005,"Bronx County, New York",1088692,618765,67919,550846,469927
0500000US36007,36007,"Broome County, New York",164275,101903,9144,92759,62372
0500000US36009,36009,"Cattaraugus County, New York",63200,39658,3164,36494,23542
0500000US36011,36011,"Cayuga County, New York",65012,40861,3952,36909,24151
0500000US36013,36013,"Chautauqua County, New York",108722,67097,4750,62347,41625
0500000US36015,36015,"Chemung County, New York",71337,42979,3101,39878,28358
0500000US36017,36017,"Chenango County, New York",40460,24508,2075,22433,15952
0500000US36019,36019,"Clinton County, New York",68580,42147,2305,39842,26433
0500000US36021,36021,"Columbia County, New York",52181,33494,2223,31271,18687
0500000US36023,36023,"Cortland County, New York",40446,28062,4298,23764,12384
0500000US36025,36025,"Delaware County, New York",39527,24307,2106,22201,15220
0500000US36027,36027,"Dutchess County, New York",243649,166510,15935,150575,77139
0500000US36029,36029,"Erie County, New York",751251,490912,36423,454489,260339
0500000US36031,36031,"Essex County, New York",33176,20631,1345,19286,12545
0500000US36033,36033,"Franklin County, New York",42300,23281,2169,21112,19019
0500000US36035,36035,"Fulton County, New York",44744,27290,2622,24668,17454
0500000US36037,36037,"Genesee County, New York",48735,33275,2562,30713,15460
0500000US36039,36039,"Greene County, New York",40983,21658,1884,19774,19325
0500000US36041,36041,"Hamilton County, New York",4101,2356,134,2222,1745
0500000US36043,36043,"Herkimer County, New York",52091,33044,2264,30780,19047
0500000US36045,36045,"Jefferson County, New York",91718,62365,3506,58859,29353
0500000US36047,36047,"Kings County, New York",2031461,1241118,155248,1085870,790343
0500000US36049,36049,"Lewis County, New York",21528,13569,920,12649,7959
0500000US36051,36051,"Livingston County, New York",53902,35352,2926,32426,18550
0500000US36053,36053,"Madison County, New York",59711,36842,2363,34479,22869
0500000US36055,36055,"Monroe County, New York",604400,401313,35210,366103,203087
0500000US36057,36057,"Montgomery County, New York",39789,24863,2413,22450,14926
0500000US36059,36059,"Nassau County, New York",1085109,716928,73374,643554,368181
0500000US36061,36061,"New York County, New York",1405088,957669,91367,866302,447419
0500000US36063,36063,"Niagara County, New York",175743,111679,7874,103805,64064
0500000US36065,36065,"Oneida County, New York",189667,116709,10668,106041,72958
0500000US36067,36067,"Onondaga County, New York",375867,247524,21271,226253,128343
0500000US36069,36069,"Ontario County, New York",88430,60200,4157,56043,28230
0500000US36071,36071,"Orange County, New York",287180,192870,18280,174590,94310
0500000US36073,36073,"Orleans County, New York",34675,20834,1216,19618,13841
0500000US36075,36075,"Oswego County, New York",98044,62759,4616,58143,35285
0500000US36077,36077,"Otsego County, New York",52519,35438,2435,33003,17081
0500000US36079,36079,"Putnam County, New York",80244,55806,4809,50997,24438
0500000US36081,36081,"Queens County, New York",1865736,1183654,171811,1011843,682082
0500000US36083,36083,"Rensselaer County, New York",130448,90417,6497,83920,40031
0500000US36085,36085,"Richmond County, New York",377471,225112,22950,202162,152359
0500000US36087,36087,"Rockland County, New York",239729,160188,16054,144134,79541
0500000US36089,36089,"St. Lawrence County, New York",91462,55619,5219,50400,35843
0500000US36091,36091,"Saratoga County, New York",179700,127166,8854,118312,52534
0500000US36093,36093,"Schenectady County, New York",124352,82476,6246,76230,41876
0500000US36095,36095,"Schoharie County, New York",26817,17025,1038,15987,9792
