GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31
0500000US29175,29175,"Randolph County, Missouri",20600,172,5046,514,10629,683,3529,435,1396,212,16683,516,3278,503,9502,625,2651,409,1252,218,1478,391,571,259,560,283,287,147,60,60,2056,328,945,228,466,219,561,179,84,66,323,181,213,155,101,82,9,13,0,147,60,62,39,50,0,147,21,36,0,147
0500000US29177,29177,"Ray County, Missouri",18844,46,4023,369,11307,651,2138,358,1376,229,16410,496,3094,374,10564,683,1593,303,1159,199,1057,288,380,176,274,149,317,140,86,95,1161,315,502,237,371,190,208,134,80,80,209,135,47,44,91,80,20,26,51,64,7,13,0,147,7,13,0,147,0,147
0500000US29183,29183,"St. Charles County, Missouri",261989,189,66969,1839,156047,2834,26947,1748,12026,816,225425,2117,52753,1822,140355,2942,21416,1661,10901,748,17258,1322,6118,852,7448,1128,3141,475,551,245,12865,1479,6008,1018,4513,839,1933,446,411,170,5769,946,1826,505,3394,751,386,196,163,95,672,289,264,192,337,165,71,68,0,147
0500000US29187,29187,"St. Francois County, Missouri",50939,197,13045,796,25843,1318,7892,969,4159,503,40866,969,9331,760,22551,1343,5297,791,3687,490,4899,867,1445,443,1853,539,1309,395,292,132,4490,855,1958,394,1356,619,1069,467,107,90,655,260,311,188,54,96,217,172,73,65,29,49,0,147,29,49,0,147,0,147
0500000US29189,29189,"St. Louis County, Missouri",806946,199,243256,3798,408518,5027,98996,2959,56176,1626,700324,3671,191630,4047,374798,5155,82247,2858,51649,1738,51906,3488,23531,1985,16387,1708,9458,1181,2530,432,32634,2173,17483,1434,9203,1051,4606,716,1342,323,19203,1705,9289,987,6822,880,2473,595,619,220,2879,570,1323,340,1308,416,212,148,36,46
0500000US29195,29195,"Saline County, Missouri",18379,72,5595,418,8886,591,2282,331,1616,196,14794,603,3719,505,7676,628,1974,293,1425,193,2124,534,991,304,768,352,239,125,126,70,933,243,471,203,331,154,66,45,65,50,495,215,384,189,111,81,0,147,0,147,33,51,30,51,0,147,3,5,0,147
0500000US29201,29201,"Scott County, Missouri",32114,80,7365,519,16424,819,5158,625,3167,385,27851,722,6300,540,14817,883,4016,589,2718,335,2330,568,513,249,972,365,535,293,310,170,1185,466,365,175,436,256,370,203,14,23,735,399,181,157,199,211,230,158,125,135,13,16,6,10,0,147,7,12,0,147
0500000US29207,29207,"Stoddard County, Missouri",24345,57,4882,432,13477,733,3724,600,2262,290,20272,682,3449,480,11876,744,2900,550,2047,280,2878,564,956,295,1157,369,612,249,153,110,769,278,315,144,324,227,84,54,46,62,422,241,162,108,120,93,124,103,16,28,4,8,0,147,0,147,4,8,0,147
0500000US29209,29209,"Stone County, Missouri",25871,104,4885,699,15384,1363,3406,763,2196,444,20689,1253,3906,718,13112,1487,1716,479,1955,381,2234,854,277,232,1107,568,725,386,125,182,1179,440,308,224,312,187,497,337,62,77,1657,785,394,340,848,496,387,247,28,39,112,130,0,147,5,11,81,126,26,41
0500000US29213,29213,"Taney County, Missouri",36013,90,7474,789,20670,1353,5169,852,2700,388,27182,1305,4700,826,16423,1141,3767,633,2292,334,3838,859,996,438,2156,862,480,244,206,152,1595,511,601,209,688,355,225,168,81,129,3344,939,1177,555,1349,430,697,381,121,100,54,80,0,147,54,80,0,147,0,147
0500000US29215,29215,"Texas County, Missouri",19011,91,3833,523,11118,755,2371,414,1689,314,16977,407,2940,440,10463,736,2068,391,1506,296,1121,361,523,313,288,177,190,103,120,75,517,167,268,113,188,146,58,46,3,6,346,129,89,71,142,99,55,46,60,65,50,66,13,20,37,63,0,147,0,147
0500000US29217,29217,"Vernon County, Missouri",15952,68,3594,456,8706,758,2484,469,1168,221,13163,540,2526,392,7671,673,1949,359,1017,204,1760,528,559,276,676,336,409,232,116,112,800,255,462,203,253,147,77,62,8,14,219,116,37,39,106,85,49,52,27,30,10,16,10,16,0,147,0,147,0,147
0500000US29219,29219,"Warren County, Missouri",23468,143,5814,571,14014,825,2468,505,1172,283,19549,710,3964,550,12734,763,1725,391,1126,285,1627,469,955,418,464,281,192,121,16,31,2015,529,756,271,698,377,542,259,19,33,250,177,132,131,102,113,5,11,11,20,27,36,7,14,16,22,4,8,0,147
0500000US29221,29221,"Washington County, Missouri",18968,147,5212,472,9942,716,2613,428,1201,251,16348,571,3996,450,9268,746,2056,359,1028,238,1124,408,382,199,343,201,278,167,121,108,1262,303,742,248,240,164,228,164,52,55,234,166,92,90,91,104,51,56,0,147,0,147,0,147,0,147,0,147,0,147
0500000US29225,29225,"Webster County, Missouri",27216,68,6180,492,15381,879,3989,749,1666,306,21875,737,4725,465,13301,859,2422,505,1427,303,2215,555,447,281,998,393,642,425,128,75,2259,441,594,213,862,306,734,230,69,68,867,424,414,273,220,215,191,194,42,43,0,147,0,147,0,147,0,147,0,147
0500000US29510,29510,"St. Louis city, Missouri",279303,71,130375,2544,78813,2922,47682,2044,22433,1197,225642,2765,97336,3055,70443,2868,37773,1823,20090,1191,32191,2430,19493,1832,5267,937,6004,763,1427,364,11855,1404,7412,1024,1629,593,2122,434,692,289,8380,869,5471,577,989,274,1696,444,224,137,1235,385,663,251,485,268,87,94,0,147
0500000US30013,30013,"Cascade County, Montana",65180,243,14959,905,35069,1340,10734,853,4418,571,53086,1061,10695,860,30663,1104,7897,778,3831,451,7295,754,2364,528,2641,606,1995,484,295,153,1642,405,678,183,284,172,432,168,248,259,2889,570,1059,280,1376,400,410,169,44,58,268,177,163,164,105,81,0,132,0,132
0500000US30029,30029,"Flathead County, Montana",68671,278,17664,1027,35095,1551,11557,1099,4355,542,62578,915,15355,1051,32961,1515,10468,1109,3794,539,3489,644,1091,318,1377,344,635,344,386,172,912,326,598,256,113,95,93,158,108,96,1678,502,620,279,644,266,347,160,67,54,14,25,0,132,0,132,14,25,0,132
0500000US30031,30031,"Gallatin County, Montana",68997,304,24584,881,34994,1357,7210,906,2209,371,49376,1190,12245,1030,30104,1259,5035,696,1992,338,9757,1072,6132,812,2191,585,1320,401,114,115,3484,572,2417,491,818,387,233,147,16,27,5870,879,3432,599,1751,547,600,344,87,86,510,251,358,211,130,108,22,36,0,132
0500000US30047,30047,"Lake County, Montana",22660,30,6135,638,12483,777,2826,554,1216,260,19131,755,4739,737,11090,734,2227,436,1075,243,2178,576,733,271,925,419,477,234,43,44,579,227,171,109,227,152,83,79,98,128,754,335,478,286,237,135,39,36,0,132,18,22,14,21,4,7,0,132,0,132
0500000US30049,30049,"Lewis and Clark County, Montana",47925,144,12710,737,24991,1091,6788,671,3436,384,37841,982,8215,769,21734,1086,5177,665,2715,375,5203,873,2068,593,1753,414,924,308,458,174,2144,556,1246,359,556,275,204,139,138,127,2639,616,1174,518,884,358,483,239,98,84,98,83,7,11,64,70,0,132,27,47
0500000US30063,30063,"Missoula County, Montana",86054,173,31000,1141,39537,1713,11590,1097,3927,419,65484,1604,18967,1471,34157,1614,8884,883,3476,429,13293,1328,8112,1205,3073,708,1776,448,332,146,3037,718,1467,367,1127,528,385,189,58,54,3817,723,2142,474,1069,471,545,271,61,72,423,223,312,206,111,99,0,132,0,132
0500000US30081,30081,"Ravalli County, Montana",32435,337,7213,582,17957,1017,4864,702,2401,387,26267,904,5307,653,15417,872,3519,570,2024,349,3226,833,1040,465,1346,469,690,330,150,97,810,290,322,182,267,161,136,111,85,105,1959,392,449,210,896,310,472,223,142,90,173,132,95,109,31,52,47,59,0,132
0500000US30093,30093,"Silver Bow County, Montana",26785,55,7493,580,13172,846,4052,534,2068,294,20868,717,4688,581,11522,731,2806,442,1852,286,3630,599,1890,401,951,372,652,273,137,87,1209,495,506,315,467,314,177,116,59,51,1033,385,409,249,232,221,372,177,20,33,45,54,0,132,0,132,45,54,0,132
0500000US30111,30111,"Yellowstone County, Montana",110427,81,29258,1285,59326,1818,15323,1171,6520,493,89771,1613,20390,1267,51534,1569,11941,980,5906,445,12265,1446,4805,920,4810,923,2311,612,339,160,3548,699,2003,533,1065,455,340,174,140,104,4337,753,1853,429,1727,538,644,318,113,87,506,206,207,141,190,120,87,71,22,38
0500000US31001,31001,"Adams County, Nebraska",26455,137,7094,529,14099,804,3286,563,1976,231,22123,642,5319,601,12376,652,2608,521,1820,249,2419,550,830,307,1082,315,432,194,75,66,1049,271,523,161,328,207,145,109,53,80,750,267,308,144,313,209,101,116,28,34,114,110,114,110,0,123,0,123,0,123
0500000US31019,31019,"Buffalo County, Nebraska",35720,113,11617,576,18917,839,3039,461,2147,245,26629,812,6394,646,16244,822,2140,353,1851,237,5119,718,2716,535,1616,472,639,271,148,87,2443,417,1774,321,456,213,119,85,94,72,1400,441,654,282,582,250,129,114,35,45,129,86,79,63,19,33,12,21,19,32
0500000US31025,31025,"Cass County, Nebraska",20214,84,4014,376,13055,555,1978,303,1167,183,17727,490,3273,413,11906,646,1601,276,947,192,1008,347,300,141,467,276,137,83,104,64,1130,309,304,137,513,207,240,143,73,61,286,198,137,130,106,95,0,123,43,47,63,88,0,123,63,88,0,123,0,123
0500000US31043,31043,"Dakota County, Nebraska",15244,132,4274,422,8504,513,1618,326,848,172,12004,661,2638,456,7329,543,1265,302,772,171,1507,566,773,392,516,318,187,111,31,42,418,250,213,146,178,171,10,19,17,27,1262,449,629,238,449,272,156,129,28,24,53,51,21,25,32,39,0,123,0,123
0500000US31047,31047,"Dawson County, Nebraska",18484,180,4712,447,10693,566,1758,368,1321,212,15340,538,3650,412,9339,540,1164,291,1187,194,2133,538,729,253,875,315,451,212,78,78,416,167,147,90,164,115,66,64,39,45,306,179,49,55,167,146,77,72,13,22,289,193,137,133,148,123,0,123,4,6
0500000US31053,31053,"Dodge County, Nebraska",28914,61,7174,496,16100,811,3564,436,2076,278,24323,578,5370,544,14488,790,2609,379,1856,274,2793,484,998,339,1033,391,663,234,99,74,1204,341,560,187,318,192,287,206,39,45,486,231,168,100,261,185,5,8,52,50,108,78,78,70,0,123,0,123,30,38
0500000US31055,31055,"Douglas County, Nebraska",382110,111,126540,2459,185811,3003,48561,1781,21198,1021,309336,2615,88733,2350,163774,2730,38292,1650,18537,919,49466,2205,25779,1833,14644,1469,7325,680,1718,360,8418,1121,4730,795,2044,512,1271,346,373,194,12459,1199,6044,875,4373,614,1512,371,530,196,2431,548,1254,365,976,320,161,133,40,38
0500000US31067,31067,"Gage County, Nebraska",18996,42,4389,357,10341,569,2156,313,2110,257,15834,489,3221,406,9127,528,1741,290,1745,232,1775,355,581,197,703,287,213,122,278,133,1019,280,526,198,319,149,150,91,24,39,358,193,51,38,192,147,52,36,63,75,10,15,10,15,0,123,0,123,0,123
0500000US31079,31079,"Hall County, Nebraska",42399,122,10009,727,23411,1242,6366,830,2613,342,34333,983,7457,584,20046,1220,4517,660,2313,338,4952,853,1603,461,1965,564,1169,330,215,120,1605,387,562,211,642,225,328,220,73,56,1180,383,294,171,608,333,266,206,12,20,329,171,93,85,150,125,86,87,0,123
0500000US31109,31109,"Lancaster County, Nebraska",217753,110,71135,1916,111002,2245,24429,1442,11187,749,166772,2030,42679,1772,96886,2028,17713,1092,9494,729,32967,1864,18180,1354,9190,1260,4325,655,1272,299,10416,1174,6434,686,2267,745,1416,432,299,153,6025,752,3025,512,2055,525,834,277,111,69,1573,559,817,339,604,267,141,179,11,14
0500000US31111,31111,"Lincoln County, Nebraska",28194,120,6064,564,16533,1105,3421,545,2176,399,22697,731,4170,543,14235,930,2426,478,1866,317,3514,707,1252,382,1365,419,741,284,156,112,739,257,257,117,295,214,129,71,58,82,1124,370,385,218,548,308,121,119,70,88,120,88,0,123,90,85,4,8,26,42
0500000US31119,31119,"Madison County, Nebraska",27265,192,7624,627,14849,990,2879,566,1913,249,22290,734,5178,634,13375,884,1949,450,1788,251,2216,621,788,282,717,278,616,388,95,88,1906,323,1276,246,402,171,198,125,30,38,653,301,315,176,222,158,116,147,0,123,200,188,67,63,133,172,0,123,0,123
0500000US31153,31153,"Sarpy County, Nebraska",108121,31,26617,1042,67306,1466,10273,879,3925,439,88802,1354,19415,1024,58386,1470,7680,719,3321,396,6993,920,2894,583,3087,573,841,265,171,92,5956,812,2284,435,2424,508,944,237,304,150,5606,837,1814,440,2897,634,766,272,129,79,764,275,210,106,512,248,42,47,0,123
0500000US31155,31155,"Saunders County, Nebraska",16163,42,3593,336,10383,460,1162,219,1025,166,14406,371,2842,338,9704,431,995,199,865,167,605,219,193,112,250,152,45,36,117,79,1001,336,503,217,367,223,113,80,18,21,147,78,55,51,58,53,9,12,25,31,4,7,0,123,4,7,0,123,0,123
0500000US31157,31157,"Scotts Bluff County, Nebraska",28753,39,6469,474,15893,747,3849,542,2542,273,23192,730,4570,600,13361,624,2959,462,2302,279,3896,669,1450,382,1684,466,621,233,141,85,550,261,155,116,283,194,74,65,38,45,1098,375,294,207,548,234,195,126,61,50,17,20,0,123,17,20,0,123,0,123
0500000US32001,32001,"Churchill County, Nevada",18827,333,3949,536,10711,872,2694,566,1473,321,16503,638,3573,532,9449,897,2184,508,1297,318,924,379,149,128,476,243,221,167,78,84,501,288,109,135,208,162,160,162,24,40,770,309,118,88,469,251,109,93,74,100,129,119,0,171,109,119,20,23,0,171
0500000US32003,32003,"Clark County, Nevada",1379993,*****,402137,5105,689219,7383,216832,5012,71805,2262,1067478,8266,283294,5646,563024,7933,161145,4366,60015,2069,208181,5804,80994,3324,78366,3732,41168,2436,7653,767,3904,911,1610,382,1235,480,814,344,245,164,86886,4945,30749,2002,39816,2988,12742,1216,3579,678,13544,1900,5490,1123,6778,1258,963,303,313,188
0500000US32005,32005,"Douglas County, Nevada",38722,169,7757,663,24301,1192,4868,702,1796,357,33362,802,6332,582,21375,1043,3974,669,1681,345,2437,634,661,272,1163,480,569,213,44,51,968,364,259,170,571,316,138,106,0,171,1823,461,437,241,1128,407,187,108,71,86,132,132,68,95,64,56,0,171,0,171
0500000US32007,32007,"Elko County, Nevada",35421,98,9141,763,20736,1142,4221,681,1323,335,30079,968,6994,705,18549,1174,3405,596,1131,285,2099,595,753,324,823,424,455,267,68,83,1446,509,601,199,637,436,180,110,28,45,1752,550,766,318,709,340,181,116,96,116,45,54,27,43,18,34,0,171,0,171
0500000US32019,32019,"Lyon County, Nevada",37816,753,11236,1504,18259,1363,5919,1044,2402,510,32295,1308,8990,1298,16506,1347,4742,806,2057,467,1327,559,545,406,240,217,435,427,107,154,2478,856,1010,498,969,498,327,181,172,212,1677,749,691,319,505,503,415,438,66,112,39,82,0,171,39,82,0,171,0,171
0500000US32023,32023,"Nye County, Nevada",34984,232,8639,798,17396,1139,5897,1001,3052,623,28644,1299,6542,940,14606,1355,4636,875,2860,622,3027,937,946,501,1504,723,531,269,46,54,1605,605,895,455,561,293,149,139,0,171,1708,635,256,283,725,348,581,328,146,175,0,171,0,171,0,171,0,171,0,171
0500000US32031,32031,"Washoe County, Nevada",317322,7,89896,2345,157946,3455,50304,2366,19176,1336,249658,2816,61110,2286,134155,2850,38622,2062,15771,1204,43854,2609,18809,1504,15325,1864,7792,1023,1928,428,6362,1114,2963,810,2126,649,1061,302,212,191,14408,1693,5551,1082,5226,1078,2654,657,977,369,3040,620,1463,543,1114,443,175,114,288,222
0500000US32510,32510,"Carson City, Nevada",44274,189,10447,761,21722,1180,7949,888,4156,627,35726,1269,7558,803,19066,1154,5745,790,3357,476,4521,1027,1268,368,1290,507,1489,479,474,389,2339,583,867,331,770,367,428,305,274,115,1325,392,429,232,573,298,287,156,36,41,363,242,325,235,23,38,0,171,15,25
0500000US33001,33001,"Belknap County, New Hampshire",50697,153,12631,862,27455,1334,7220,675,3391,436,44790,845,10094,849,25591,1320,5862,659,3243,421,3504,729,1252,443,1323,505,865,315,64,59,1244,381,690,343,113,84,410,161,31,36,877,311,400,200,341,197,83,61,53,48,282,314,195,291,87,111,0,147,0,147
0500000US33003,33003,"Carroll County, New Hampshire",39513,103,10440,963,20989,1254,5362,704,2722,374,35619,829,8931,1108,19637,1303,4658,662,2393,336,1875,703,653,428,645,433,441,218,136,106,636,290,307,246,240,177,60,56,29,36,1359,530,549,345,457,264,203,152,150,127,24,29,0,147,10,18,0,147,14,24
0500000US33005,33005,"Cheshire County, New Hampshire",65000,118,19828,935,32965,1668,8661,946,3546,364,54045,1300,13807,1104,29720,1276,7297,818,3221,367,5444,907,2516,621,1721,655,1010,303,197,88,1503,435,969,338,421,305,113,137,0,147,3932,676,2536,531,1042,364,226,113,128,86,76,54,0,147,61,47,15,26,0,147
0500000US33007,33007,"Coos County, New Hampshire",27763,114,6377,585,15660,839,3132,446,2594,322,24304,529,5120,587,14218,744,2564,376,2402,321,2091,476,654,269,901,301,389,157,147,124,663,238,301,162,186,119,136,85,40,47,614,261,253,168,313,204,43,42,5,8,91,71,49,45,42,56,0,147,0,147
0500000US33009,33009,"Grafton County, New Hampshire",71916,71,23757,931,35514,1480,7929,911,4716,434,58930,1097,16094,1201,32044,1353,6561,809,4231,442,5761,798,3105,648,1551,418,856,333,249,194,1882,440,1013,261,553,274,224,130,92,90,4859,676,3287,576,1150,436,278,153,144,100,484,198,258,134,216,170,10,16,0,147
0500000US33011,33011,"Hillsborough County, New Hampshire",319351,88,89534,2237,170866,2810,41507,1847,17444,870,272456,2778,69575,2424,154361,2720,32635,1540,15885,892,28260,2428,11706,1507,9638,1582,5971,835,945,234,5492,681,2696,529,1488,475,1169,317,139,110,11440,1353,4882,881,4647,964,1436,395,475,238,1703,453,675,242,732,342,296,221,0,147
0500000US33013,33013,"Merrimack County, New Hampshire",120930,131,33935,1223,63723,1514,15742,1076,7530,634,101887,1506,25420,1222,57523,1482,12278,1023,6666,572,8711,1240,3518,735,2886,651,1775,483,532,228,5817,1082,2980,595,1789,645,829,262,219,148,3766,660,1611,378,1201,479,841,301,113,120,749,319,406,187,324,266,19,33,0,147
0500000US33015,33015,"Rockingham County, New Hampshire",237421,352,60119,1681,136138,2640,29019,1806,12145,817,210557,1805,49234,1782,125856,2472,24319,1472,11148,808,12407,1468,5101,922,4515,1086,2208,501,583,212,4506,872,2303,634,1527,572,563,244,113,73,8747,1175,2890,532,3726,831,1866,496,265,135,1204,356,591,276,514,264,63,51,36,42
0500000US33017,33017,"Strafford County, New Hampshire",98515,145,33074,1147,48416,1597,11932,1038,5093,416,79995,1550,22005,1117,43525,1622,9732,849,4733,390,8863,1127,4912,736,2338,603,1393,352,220,97,4701,871,3096,612,1207,451,313,177,85,85,4665,802,2945,507,1244,525,421,294,55,55,291,140,116,65,102,81,73,92,0,147
0500000US33019,33019,"Sullivan County, New Hampshire",34920,159,7885,672,20337,1214,4496,640,2202,368,30481,879,6066,647,18661,1208,3812,613,1942,388,2367,660,1196,466,742,408,286,157,143,93,611,246,200,125,222,147,113,102,76,70,1393,575,355,188,712,407,285,265,41,53,68,70,68,70,0,147,0,147,0,147
0500000US34001,34001,"Atlantic County, New Jersey",216065,134,69604,1960,102276,2565,28417,1712,15768,1076,182734,1966,52930,2055,91431,2594,23829,1538,14544,1005,18532,1756,7883,1198,6469,1196,3620,773,560,183,9247,1273,6179,1000,2077,522,509,258,482,382,4161,872,1943,639,1657,479,400,214,161,81,1391,543,669,315,642,384,59,43,21,44
0500000US34003,34003,"Bergen County, New Jersey",730813,66,203097,3443,410374,4376,66710,2644,50632,1751,655489,4371,175526,3638,375327,4857,57933,2431,46703,1689,40156,2597,14034,1676,18886,1880,4790,828,2446,496,14121,1659,6111,920,5454,986,1991,617,565,253,14725,1779,5686,867,6713,1233,1659,434,667,256,6322,1229,1740,562,3994,906,337,198,251,167
0500000US34005,34005,"Burlington County, New Jersey",361319,125,105544,1953,195028,3030,37542,1988,23205,1009,318249,2287,86261,2119,179198,2559,31677,2011,21113,960,21652,2001,9759,1289,7662,1149,3321,609,910,253,11376,1209,5444,825,3691,778,1480,285,761,228,7854,936,3138,618,3304,735,991,274,421,170,2188,705,942,413,1173,470,73,63,0,158
0500000US34007,34007,"Camden County, New Jersey",407555,30,137442,2681,193990,3233,47879,2101,28244,1182,359609,2009,115041,2740,178149,2963,41009,1865,25410,1142,27888,1793,13179,1345,9199,1229,3815,615,1695,541,11144,1154,5192,781,3545,902,1768,404,639,200,7387,952,3325,586,2468,633,1184,283,410,195,1527,360,705,262,629,264,103,84,90,95
0500000US34009,34009,"Cape May County, New Jersey",81591,117,19318,1232,47038,1936,7765,826,7470,786,70818,1515,13709,1565,43367,1786,6658,779,7084,789,5307,1196,2653,899,1717,527,712,372,225,147,1743,634,772,555,726,299,187,105,58,47,3568,837,2059,730,1204,397,202,156,103,91,155,186,125,182,24,38,6,10,0,158
0500000US34011,34011,"Cumberland County, New Jersey",123080,97,46193,1244,51448,1965,15706,1399,9733,726,108085,1300,38386,1264,47352,1951,13534,1315,8813,739,8189,1150,3848,845,2343,559,1375,393,623,261,4812,518,3174,353,921,328,555,201,162,106,1410,467,610,246,505,348,165,100,130,102,584,278,175,154,327,170,77,86,5,9
0500000US34013,34013,"Essex County, New Jersey",613073,85,238997,3324,256070,4945,76996,2989,41010,1636,522511,4106,193372,3687,227373,4335,64066,2515,37700,1597,57926,3586,29927,2544,17378,2218,8446,1168,2175,415,13965,1307,7316,861,3969,719,2065,547,615,228,12066,1533,5558,799,4347,866,1938,637,223,155,6605,1492,2824,793,3003,982,481,251,297,185
0500000US34015,34015,"Gloucester County, New Jersey",226720,123,70832,1343,119799,2209,22068,1248,14021,880,200823,1984,58593,1850,110610,2094,18641,1226,12979,815,12403,1530,5868,892,4417,832,1588,395,530,236,8676,923,4443,581,2854,638,1076,280,303,184,4191,839,1773,455,1696,613,629,263,93,85,627,326,155,122,222,193,134,111,116,146
0500000US34017,34017,"Hudson County, New Jersey",490213,182,194401,3451,204896,4468,61129,2434,29787,1487,422645,3635,160321,3731,180657,4606,54011,2369,27656,1562,37730,3053,19234,2031,12835,1738,4292,731,1369,389,7860,1079,4607,698,2111,509,1032,365,110,103,15349,1623,8073,970,5396,1020,1434,366,446,295,6629,1068,2166,627,3897,912,360,180,206,158
0500000US34019,34019,"Hunterdon County, New Jersey",104247,137,28333,899,61586,1353,9107,997,5221,549,94209,1041,23622,892,57766,1398,7915,938,4906,550,2663,600,1190,386,1124,373,291,130,58,51,5422,881,2707,533,1816,548,692,264,207,140,1535,479,551,248,725,322,209,135,50,39,418,187,263,161,155,104,0,158,0,158
0500000US34021,34021,"Mercer County, New Jersey",295027,74,105040,2528,139924,3378,30378,1932,19685,1028,253450,2743,84722,2716,124821,3167,25881,1873,18026,1033,20884,2043,9894,1405,7437,1500,2570,612,983,355,10537,1388,5637,1119,3505,790,1089,306,306,147,7010,1026,3242,531,2638,726,793,262,337,232,3146,770,1545,465,1523,593,45,57,33,54
0500000US34023,34023,"Middlesex County, New Jersey",634857,83,194228,3175,337148,4017,61560,2254,41921,1505,555211,3501,161204,3378,303095,3837,52484,2051,38428,1539,44273,2599,18667,1597,18287,1583,5315,770,2004,502,16874,1730,7344,1209,6644,1144,2121,548,765,229,11700,1385,5046,774,5059,901,1183,409,412,142,6799,1254,1967,572,4063,995,457,230,312,146
0500000US34025,34025,"Monmouth County, New Jersey",513708,31,149495,2316,280763,3501,48630,2091,34820,1192,459797,3276,125353,2723,260222,3420,41996,1905,32226,1231,30849,2311,14369,1909,10911,1269,4090,646,1479,325,12076,1441,4948,798,5024,859,1602,487,502,214,8917,1257,4157,866,3558,699,703,229,499,242,2069,558,668,253,1048,441,239,170,114,93
0500000US34027,34027,"Morris County, New Jersey",389791,142,102654,1993,230540,3160,33566,2025,23031,1143,350926,2792,88313,2187,212703,3178,29540,1926,20370,1010,17623,2148,5937,1011,8081,1445,2164,482,1441,395,11232,1581,4671,1198,4763,876,1104,313,694,290,7240,887,2655,469,3445,726,729,290,411,204,2770,717,1078,512,1548,458,29,48,115,107
0500000US34029,34029,"Ocean County, New Jersey",452831,40,108375,2618,258470,3652,41568,2024,44418,1615,403999,2705,92353,2557,235845,3543,35153,1877,40648,1562,27502,2060,9518,1218,11828,1403,3897,518,2259,397,12719,1317,3818,721,6354,842,1544,377,1003,270,7382,1131,2206,493,3836,902,862,295,478,192,1229,377,480,217,607,261,112,128,30,37
0500000US34031,34031,"Passaic County, New Jersey",385963,93,134860,3158,182288,3610,40674,2315,28141,1474,348878,2414,117127,2883,169927,3615,36155,2155,25669,1320,19645,2042,8694,1186,7149,1208,2586,586,1216,381,10616,1139,5871,814,2514,552,1272,315,959,325,4441,960,2490,719,1405,435,355,230,191,153,2383,742,678,224,1293,605,306,200,106,170
0500000US34033,34033,"Salem County, New Jersey",53321,110,15877,745,27716,1121,5767,667,3961,375,48233,763,13418,782,25927,1138,5120,604,3768,354,2528,616,1320,395,847,287,251,130,110,76,1446,408,690,242,425,196,291,119,40,42,1042,379,449,208,445,239,105,79,43,43,72,51,0,158,72,51,0,158,0,158
0500000US34035,34035,"Somerset County, New Jersey",252736,39,70181,2376,144966,2667,22538,1403,15051,922,227925,1894,61291,2213,133451,2758,19402,1277,13781,885,9566,1384,3433,917,4307,781,1445,432,381,251,8074,1248,2699,593,3838,763,912,262,625,231,4682,714,1739,421,2207,525,560,215,176,86,2489,719,1019,559,1163,304,219,275,88,79
0500000US34037,34037,"Sussex County, New Jersey",121086,138,30903,954,72371,1513,11833,731,5979,539,108601,1204,26235,878,66668,1602,10429,738,5269,511,5214,1030,1712,458,2251,590,884,361,367,150,4728,917,2074,626,1953,505,406,161,295,152,2202,574,749,257,1291,503,114,81,48,41,341,194,133,95,208,172,0,158,0,158
0500000US34039,34039,"Union County, New Jersey",416222,74,136572,3164,204020,4495,45710,2650,29920,1316,370210,3745,117146,3283,186672,4232,39082,2373,27310,1268,27647,2967,11822,1782,10037,1560,4359,811,1429,403,10356,1302,4169,716,4081,972,1400,418,706,218,4336,811,1837,446,1890,623,472,201,137,125,3673,1043,1598,634,1340,479,397,327,338,245
0500000US34041,34041,"Warren County, New Jersey",87478,210,23125,1078,49239,1603,9777,949,5337,477,77547,1016,18548,972,45976,1494,8124,863,4899,483,3375,654,1566,433,947,435,718,247,144,98,4445,739,2127,446,1529,442,554,214,235,127,1734,453,818,307,504,214,359,206,53,49,377,306,66,65,283,298,22,35,6,10
0500000US35001,35001,"Bernalillo County, New Mexico",490159,263,155725,2940,231338,4111,76157,2708,26939,1259,391480,3871,111339,2893,198402,3904,58414,2165,23325,1161,64928,3371,29683,1911,20551,2233,12504,1457,2190,543,11262,1456,6143,1046,2756,820,1952,507,411,244,18723,1657,7140,858,7676,1089,3000,687,907,308,3766,731,1420,352,1953,586,287,169,106,115
0500000US35005,35005,"Chaves County, New Mexico",48308,123,12815,911,24332,1381,7400,901,3761,461,39043,1150,8848,930,21784,1309,5148,736,3263,414,5754,921,2408,533,1729,518,1298,458,319,164,1613,548,816,460,340,248,410,223,47,59,1814,537,676,357,479,230,544,303,115,123,84,75,67,69,0,161,0,161,17,30
