GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39
0500000US18141,18141,"St. Joseph County, Indiana",12953,266,6766,371,2909,475,0,184,2909,475,219,182,372,221,947,333,876,314,312,212,183,195,3857,604,1879,526,1978,409,919,285,514,233,160,139,351,339,34,54,0,184,6187,280,1839,549,0,184,1839,549,0,184,528,388,261,196,766,405,211,199,73,117,4348,614,2797,586,1551,440,804,291,654,288,0,184,93,109,0,184,0,184
0500000US19153,19153,"Polk County, Iowa",21491,396,11491,231,5958,1022,0,151,5958,1022,537,384,855,555,1583,687,1438,609,928,434,617,685,5533,1070,1532,615,4001,982,1773,700,1070,423,653,421,505,430,0,151,0,151,10000,276,4104,965,0,151,4104,965,219,206,349,333,2343,853,1128,502,65,66,0,151,5896,1064,3282,1000,2614,679,1750,586,485,295,101,166,278,244,0,151,0,151
0500000US20091,20091,"Johnson County, Kansas",27125,270,13890,226,8525,881,0,165,8525,881,70,85,667,474,1968,635,2485,885,1987,846,1348,569,5365,877,2058,724,3307,732,1313,663,586,436,855,578,290,251,263,200,0,165,13235,232,6038,1017,0,165,6038,1017,23,38,1021,489,1387,763,2610,790,664,346,333,230,7197,999,3563,1021,3634,820,1944,713,987,608,356,266,138,133,79,133,130,213
0500000US20173,20173,"Sedgwick County, Kansas",41134,437,21191,318,11714,1101,0,165,11714,1101,354,276,2634,716,3120,1028,3606,930,1273,507,727,479,9477,1153,3168,829,6309,1232,3167,1021,1389,477,1201,640,411,270,99,132,42,69,19943,324,5799,917,0,165,5799,917,420,309,1817,605,1300,546,1877,630,245,169,140,141,14144,941,7344,951,6800,1066,3226,891,2563,741,543,439,316,325,152,191,0,165
0500000US20209,20209,"Wyandotte County, Kansas",27054,259,14631,116,7133,767,0,165,7133,767,135,118,1970,751,2294,582,2242,602,353,253,139,123,7498,810,2046,611,5452,972,2253,728,2264,701,606,333,289,279,0,165,40,71,12423,226,4550,716,0,165,4550,716,202,187,1810,587,1596,516,645,302,297,219,0,165,7873,709,4716,804,3157,683,1670,483,1211,442,93,93,183,225,0,165,0,165
0500000US21067,21067,"Fayette County, Kentucky",14234,166,8404,212,4239,588,0,181,4239,588,380,300,1243,493,1449,508,678,362,310,213,179,168,4165,647,1082,493,3083,638,1252,626,1669,790,22,37,0,181,140,173,0,181,5830,282,2172,577,0,181,2172,577,42,75,1078,482,352,340,591,447,109,129,0,181,3658,715,1927,807,1731,518,1069,470,509,359,78,133,75,94,0,181,0,181
0500000US21111,21111,"Jefferson County, Kentucky",23754,242,12989,305,5783,1059,0,181,5783,1059,77,98,991,495,1165,686,1561,729,1197,607,792,443,7206,1103,2383,764,4823,1166,2414,922,1435,738,518,332,255,270,149,153,52,86,10765,294,4129,743,0,181,4129,743,166,159,1352,568,951,529,1332,512,261,188,67,89,6636,807,3213,739,3423,876,2466,900,410,223,262,253,255,251,30,50,0,181
0500000US22051,22051,"Jefferson Parish, Louisiana",43695,297,23740,185,12032,1305,0,193,12032,1305,542,730,1747,741,3968,1236,3096,892,1773,738,906,481,11708,1309,5645,994,6063,1591,1609,768,2627,1347,653,414,520,390,560,283,94,120,19955,270,6717,1192,0,193,6717,1192,367,229,2104,900,1400,555,1406,589,668,417,772,443,13238,1223,8333,1145,4905,1303,1973,775,2039,997,315,290,539,364,39,69,0,193
0500000US22071,22071,"Orleans Parish, Louisiana",15707,129,9020,90,4222,678,0,193,4222,678,90,117,418,270,1096,417,1106,395,937,481,575,318,4798,675,1739,511,3059,737,1691,591,648,279,284,243,318,217,70,83,48,81,6687,84,1985,476,0,193,1985,476,54,86,94,150,458,307,772,389,415,245,192,165,4702,469,2539,476,2163,513,1063,513,801,372,235,182,64,72,0,193,0,193
0500000US24003,24003,"Anne Arundel County, Maryland",24920,200,13126,153,8552,1212,0,190,8552,1212,169,126,990,615,2398,992,2929,832,1048,499,1018,630,4574,1217,1310,568,3264,1119,1388,627,1460,716,0,190,268,297,71,118,77,130,11794,146,5057,1034,0,190,5057,1034,0,190,946,535,1069,417,1192,702,906,538,944,486,6737,1036,2743,648,3994,825,1350,678,1507,789,447,333,255,231,318,409,117,143
0500000US24005,24005,"Baltimore County, Maryland",26009,312,13686,160,7941,808,0,190,7941,808,122,200,696,527,1280,622,3654,1108,1304,580,885,452,5745,833,2589,950,3156,918,1731,800,298,256,402,378,295,341,385,342,45,76,12323,240,4396,888,0,190,4396,888,121,184,1241,665,928,477,1290,690,477,248,339,237,7927,936,5293,998,2634,740,1539,555,662,420,59,106,191,193,37,67,146,140
0500000US24021,24021,"Frederick County, Maryland",12860,184,6660,185,4213,715,0,190,4213,715,16,26,225,314,1436,673,1050,543,564,315,922,467,2447,726,801,358,1646,699,742,349,602,613,279,204,23,39,0,190,0,190,6200,259,1981,724,0,190,1981,724,213,290,157,148,336,278,674,448,202,146,399,286,4219,763,2425,820,1794,600,767,354,682,444,128,146,0,190,153,144,64,109
0500000US24027,24027,"Howard County, Maryland",12772,320,6244,394,3884,674,0,190,3884,674,0,190,112,129,579,494,1390,467,430,257,1373,616,2360,535,963,371,1397,659,624,482,515,375,206,202,23,38,0,190,29,48,6528,314,2558,714,0,190,2558,714,0,190,179,149,201,159,1092,504,513,378,573,328,3970,764,1968,610,2002,774,1238,726,564,360,0,190,0,190,36,65,164,267
0500000US24031,24031,"Montgomery County, Maryland",131624,737,66455,399,40220,2342,0,190,40220,2342,283,395,4652,1330,12863,2014,10340,1696,7079,1743,5003,1146,26235,2407,8167,1254,18068,2254,6712,1522,6047,1676,2247,808,1843,863,540,324,679,426,65169,555,25649,2468,0,190,25649,2468,705,554,5866,1593,5760,1295,6143,1203,3307,913,3868,895,39520,2496,18127,2299,21393,2058,9654,1412,6287,1467,3211,998,1425,597,592,309,224,171
0500000US24033,24033,"Prince George's County, Maryland",98309,540,54792,415,34752,2217,0,190,34752,2217,102,98,5107,1263,11742,1885,11380,1474,4507,1005,1914,650,20040,2262,5862,978,14178,2512,4953,1063,5273,1582,1907,840,1521,617,339,230,185,199,43517,417,18494,1530,0,190,18494,1530,768,630,6037,1394,4334,848,4958,914,1119,462,1278,489,25023,1653,13139,1618,11884,1838,5241,1169,4045,932,1254,563,1305,953,39,66,0,190
0500000US24510,24510,"Baltimore city, Maryland",20175,166,11441,168,5575,890,0,190,5575,890,0,190,1117,705,1559,680,1676,597,488,320,735,431,5866,917,2553,834,3313,910,1023,476,1252,599,494,381,509,355,35,59,0,190,8734,117,2658,635,0,190,2658,635,266,275,544,440,415,282,740,405,490,303,203,186,6076,670,3500,634,2576,689,1246,612,1021,474,130,130,159,217,0,190,20,34
0500000US25005,25005,"Bristol County, Massachusetts",23447,248,12103,282,5111,908,0,195,5111,908,254,196,574,319,1765,739,1716,772,544,342,258,256,6992,1020,4315,858,2677,620,1040,518,750,452,453,434,434,325,0,195,0,195,11344,208,2569,674,0,195,2569,674,0,195,612,366,776,397,789,389,254,225,138,165,8775,666,5557,791,3218,728,1754,525,985,473,247,255,194,267,38,63,0,195
0500000US25009,25009,"Essex County, Massachusetts",92810,719,44393,474,20704,1645,0,195,20704,1645,602,356,2553,938,5213,1491,5953,1291,4125,1200,2258,702,23689,1592,13317,1682,10372,1310,4912,1043,2793,806,1497,544,1061,600,109,146,0,195,48417,462,13928,1436,0,195,13928,1436,345,222,3151,845,3792,880,4926,1223,1032,446,682,351,34489,1451,19302,1584,15187,1794,7461,1464,4688,1032,1298,562,1190,484,516,401,34,55
0500000US25013,25013,"Hampden County, Massachusetts",68831,531,31687,369,7603,1287,0,195,7603,1287,35,58,814,457,1814,683,3500,995,1224,641,216,176,24084,1369,14783,1548,9301,1590,4648,1230,2664,1010,881,533,803,505,121,146,184,226,37144,455,8547,1074,0,195,8547,1074,397,258,548,361,2846,802,2931,844,1353,561,472,385,28597,1223,19445,1439,9152,1129,5059,999,2791,806,825,491,232,185,41,66,204,191
0500000US25017,25017,"Middlesex County, Massachusetts",78864,473,39279,416,18923,1679,0,195,18923,1679,922,878,2017,972,4216,1184,4830,1077,3541,1181,3397,1001,20356,1810,9302,1428,11054,1440,5276,1067,2806,976,1230,528,1444,672,111,139,187,262,39585,294,12972,1461,0,195,12972,1461,369,282,1403,667,2117,827,4171,1147,1910,800,3002,919,26613,1547,12133,1316,14480,1562,8030,1108,3949,1029,1280,550,551,316,214,192,456,281
0500000US25021,25021,"Norfolk County, Massachusetts",18054,278,8564,499,3779,616,0,195,3779,616,0,195,285,204,454,369,542,384,819,411,1679,578,4785,686,2514,646,2271,632,1166,422,767,379,194,213,144,172,0,195,0,195,9490,386,2545,662,0,195,2545,662,186,187,107,128,338,232,804,445,685,376,425,391,6945,729,3448,878,3497,709,1720,554,191,211,422,304,500,473,510,407,154,266
0500000US25025,25025,"Suffolk County, Massachusetts",114821,505,56246,378,24974,2041,0,195,24974,2041,219,200,3278,945,7137,1346,8811,1524,3813,767,1716,641,31272,2083,14117,1848,17155,1788,7202,1021,4680,1190,2658,768,1838,967,437,322,340,302,58575,472,16561,1711,0,195,16561,1711,1169,517,1832,592,3637,1057,6476,1201,2422,739,1025,412,42014,1745,22567,1992,19447,1856,7973,1371,6485,1061,3049,896,1386,663,236,190,318,276
0500000US25027,25027,"Worcester County, Massachusetts",55234,567,27309,332,9692,1416,0,195,9692,1416,127,158,853,431,2981,944,3694,1011,857,461,1180,576,17617,1520,10292,1623,7325,1458,4808,1076,1922,716,312,244,52,89,199,204,32,53,27925,418,7778,1475,0,195,7778,1475,62,103,1472,601,2178,840,2636,901,578,297,852,468,20147,1500,11830,1524,8317,1097,3980,773,2321,589,980,478,327,254,709,528,0,195
0500000US26065,26065,"Ingham County, Michigan",14709,197,7195,186,2502,672,0,161,2502,672,104,169,652,635,200,242,517,326,560,439,469,288,4693,750,1733,598,2960,663,1734,596,612,501,401,315,155,159,0,161,58,72,7514,128,1894,523,0,161,1894,523,0,161,702,442,561,321,414,276,217,223,0,161,5620,502,3213,645,2407,683,1575,622,349,297,309,274,0,161,0,161,174,231
0500000US26081,26081,"Kent County, Michigan",37398,397,19041,290,8620,1128,0,161,8620,1128,166,210,1191,569,2731,873,2753,926,1324,617,455,317,10421,1061,4331,850,6090,1057,3171,973,1865,800,451,299,507,365,49,82,47,74,18357,229,4809,929,0,161,4809,929,139,124,1484,512,1640,501,1079,575,312,232,155,180,13548,970,7364,1202,6184,1087,3238,667,1910,646,164,205,816,651,56,95,0,161
0500000US26099,26099,"Macomb County, Michigan",13626,182,6865,134,3534,720,0,161,3534,720,50,78,480,407,362,312,623,445,807,399,1212,569,3331,727,2020,743,1311,561,502,268,662,473,98,162,0,161,49,86,0,161,6761,151,1511,538,0,161,1511,538,0,161,336,243,240,195,559,273,272,189,104,169,5250,571,2492,707,2758,669,1302,544,1027,486,164,181,153,184,112,185,0,161
0500000US26125,26125,"Oakland County, Michigan",30185,291,14899,286,8230,857,0,161,8230,857,258,273,1061,559,1199,620,1597,674,1213,506,2902,730,6669,934,2811,686,3858,793,1512,491,1476,704,389,281,434,314,47,80,0,161,15286,67,4955,898,0,161,4955,898,71,114,1002,576,776,425,1395,553,830,565,881,351,10331,898,5469,892,4862,832,2823,714,1027,442,665,390,245,201,44,80,58,94
0500000US26145,26145,"Saginaw County, Michigan",10524,213,4950,215,1509,400,0,161,1509,400,22,42,183,178,472,333,301,169,140,124,391,226,3441,477,2165,425,1276,419,555,254,602,350,17,30,23,39,0,161,79,130,5574,170,1481,429,0,161,1481,429,60,102,261,177,510,312,333,234,221,180,96,120,4093,446,2564,476,1529,531,818,384,609,354,0,161,102,113,0,161,0,161
0500000US26161,26161,"Washtenaw County, Michigan",10981,130,5506,265,2455,459,0,161,2455,459,169,257,283,311,845,484,455,347,198,141,505,309,3051,561,1165,462,1886,596,955,446,584,382,184,225,163,177,0,161,0,161,5475,270,1473,603,0,161,1473,603,0,161,285,254,394,281,213,190,382,328,199,216,4002,604,2029,801,1973,606,1355,546,369,308,158,155,91,154,0,161,0,161
0500000US26163,26163,"Wayne County, Michigan",65022,455,33406,290,14314,1291,0,161,14314,1291,914,644,1536,540,2947,820,4176,870,2260,709,2481,709,19092,1297,10584,1183,8508,1375,3327,888,3301,993,819,448,710,367,351,259,0,161,31616,361,8797,1175,0,161,8797,1175,337,307,2325,747,2643,733,2195,626,1038,382,259,182,22819,1273,14808,1070,8011,1036,5437,900,1234,487,929,489,334,276,31,54,46,78
0500000US27037,27037,"Dakota County, Minnesota",15978,382,8214,336,4793,745,0,139,4793,745,220,322,825,670,1235,631,1301,528,815,380,397,221,3421,863,1181,542,2240,793,1099,561,598,495,354,287,50,96,108,127,31,54,7764,449,2518,840,0,139,2518,840,0,139,378,345,704,555,727,428,370,287,339,265,5246,855,3095,878,2151,686,1353,657,507,346,137,160,114,150,40,70,0,139
0500000US27053,27053,"Hennepin County, Minnesota",52481,359,28782,259,15529,1493,0,139,15529,1493,556,417,2654,884,5517,1147,3205,779,1058,442,2539,924,13253,1515,4294,914,8959,1429,3542,941,2775,842,1181,559,1012,628,272,338,177,227,23699,264,7704,1147,0,139,7704,1147,488,337,2177,666,2027,552,1607,586,769,368,636,329,15995,1185,7851,1205,8144,1088,4153,803,2936,923,515,363,514,199,0,139,26,44
0500000US27123,27123,"Ramsey County, Minnesota",24508,296,12983,167,6067,957,0,139,6067,957,271,285,1151,555,1142,474,1555,640,1531,630,417,301,6916,1000,2980,873,3936,881,1937,617,1242,680,130,174,627,476,0,139,0,139,11525,274,3801,756,0,139,3801,756,0,139,949,519,786,441,1292,492,357,271,417,298,7724,756,3783,744,3941,810,2326,758,1226,657,352,292,22,37,0,139,15,25
0500000US29095,29095,"Jackson County, Missouri",38020,231,19654,182,9745,1111,0,177,9745,1111,137,138,2625,940,1626,614,3427,879,804,403,1126,501,9909,1106,4601,746,5308,1116,2218,656,1575,714,284,259,941,829,180,200,110,109,18366,183,5726,1125,0,177,5726,1125,76,91,1311,548,1846,707,1993,757,317,216,183,212,12640,1157,7519,1136,5121,1068,2337,614,2393,907,138,145,55,92,118,191,80,99
0500000US29189,29189,"St. Louis County, Missouri",18255,217,9311,196,5061,745,0,177,5061,745,0,177,1176,699,1414,632,632,335,1005,523,834,384,4250,741,1901,649,2349,593,1114,480,986,495,141,149,0,177,0,177,108,112,8944,155,2895,803,0,177,2895,803,0,177,154,154,914,553,980,630,334,214,513,301,6049,850,2823,631,3226,852,2122,869,612,361,165,163,245,249,0,177,82,97
0500000US31055,31055,"Douglas County, Nebraska",38566,381,20868,131,10856,1224,0,149,10856,1224,240,245,2281,892,3956,923,2921,898,643,372,815,428,10012,1222,2803,648,7209,1197,2555,529,1976,589,1254,742,1373,779,51,84,0,149,17698,370,6454,926,0,149,6454,926,217,207,1498,714,2631,784,1686,516,288,252,134,130,11244,949,6925,1208,4319,956,2654,791,1161,448,461,313,43,73,0,149,0,149
0500000US32003,32003,"Clark County, Nevada",408425,1294,208433,986,99286,4071,0,200,99286,4071,3069,1115,17289,2537,27520,3377,34216,2800,11990,2089,5202,1209,109147,4110,50723,3029,58424,3794,21996,2418,15854,2493,11086,2020,6408,1495,2718,971,362,268,199992,902,70693,3081,0,200,70693,3081,1997,947,11295,1907,24319,2626,24845,2075,5695,1405,2542,876,129299,3147,77549,3564,51750,2749,24990,2426,14517,2091,7365,1478,4097,1052,464,311,317,308
0500000US32031,32031,"Washoe County, Nevada",66281,637,33937,458,15730,1821,0,200,15730,1821,501,444,3051,1156,4133,1129,4688,1229,2145,818,1212,545,18207,1933,7710,1244,10497,1536,4462,1099,3097,919,1759,866,561,327,472,394,146,184,32344,407,9783,1515,0,200,9783,1515,438,403,3122,1033,1913,681,2991,899,1020,492,299,270,22561,1532,12767,1605,9794,1143,4589,946,2915,789,1644,626,516,388,130,162,0,200
0500000US33011,33011,"Hillsborough County, New Hampshire",15111,339,7374,449,4225,983,0,181,4225,983,0,181,666,601,1472,958,986,422,352,293,749,464,3149,974,1717,816,1432,570,441,299,608,446,319,342,64,96,0,181,0,181,7737,424,2742,785,0,181,2742,785,0,181,560,473,659,387,901,566,344,315,278,250,4995,981,3433,956,1562,674,705,486,414,340,282,253,89,123,72,122,0,181
0500000US34001,34001,"Atlantic County, New Jersey",33524,594,17111,636,7157,1151,0,192,7157,1151,38,66,1102,623,1217,602,3038,919,836,425,926,515,9954,1305,4512,1424,5442,1242,2219,822,1808,845,447,410,868,583,100,121,0,192,16413,241,6240,1197,0,192,6240,1197,32,55,1540,648,2404,854,1541,606,498,356,225,224,10173,1221,5197,1308,4976,1356,2963,829,623,405,757,693,529,362,0,192,104,131
0500000US34003,34003,"Bergen County, New Jersey",120471,623,58040,451,34661,1933,0,192,34661,1933,324,270,3688,994,5223,1419,9244,1557,5434,1338,10748,1818,23379,1939,12748,1505,10631,1991,4502,1368,2225,703,2078,856,562,285,711,481,553,341,62431,434,25355,2064,0,192,25355,2064,792,606,4878,1438,4474,1169,7320,1324,5146,1237,2745,916,37076,2180,23354,2031,13722,1808,6554,1250,3341,977,1875,653,1056,473,612,329,284,208
0500000US34005,34005,"Burlington County, New Jersey",22688,350,12368,323,5589,1105,0,192,5589,1105,174,194,343,321,1282,1001,1676,671,1309,669,805,351,6779,1203,3779,997,3000,901,1050,608,842,520,126,129,590,382,153,171,239,199,10320,186,4309,787,0,192,4309,787,173,289,491,406,1044,469,1179,594,723,399,699,392,6011,799,2787,675,3224,696,1507,404,1120,547,80,114,87,104,71,86,359,285
0500000US34007,34007,"Camden County, New Jersey",53418,476,26825,324,12368,1277,0,192,12368,1277,130,171,1931,937,3088,953,4207,1131,1517,646,1495,655,14457,1304,9175,1239,5282,1284,2626,906,593,434,844,540,1046,478,107,131,66,110,26593,378,8575,1213,0,192,8575,1213,164,197,2228,808,2092,797,1794,547,1647,710,650,428,18018,1314,11385,1284,6633,1296,3259,931,2033,794,766,595,402,341,173,184,0,192
0500000US34011,34011,"Cumberland County, New Jersey",30443,494,16644,603,6266,1161,0,192,6266,1161,139,148,1573,501,695,463,2352,889,763,445,744,626,10378,1390,4492,1300,5886,1125,3170,965,1611,700,721,438,384,311,0,192,0,192,13799,484,5121,959,0,192,5121,959,138,180,778,312,615,375,2322,868,1154,615,114,121,8678,948,5393,876,3285,1032,2475,933,675,533,135,158,0,192,0,192,0,192
0500000US34013,34013,"Essex County, New Jersey",124348,597,63482,407,28301,2078,0,192,28301,2078,392,357,4415,1091,6089,1373,7536,1212,6222,1208,3647,936,35181,2152,16625,1939,18556,2346,7094,1526,5537,1448,2735,894,2080,777,739,422,371,274,60866,392,20010,1709,0,192,20010,1709,62,102,4577,1027,3489,1068,6871,1158,3200,796,1811,597,40856,1694,24557,1614,16299,1792,9085,1463,4188,943,1243,626,846,399,693,462,244,156
0500000US34015,34015,"Gloucester County, New Jersey",9984,206,5050,223,2507,634,0,192,2507,634,117,151,187,227,486,464,893,342,571,393,253,231,2543,670,1457,499,1086,571,436,411,207,183,130,138,280,350,33,56,0,192,4934,190,1313,380,0,192,1313,380,72,99,262,247,263,207,201,196,342,249,173,149,3621,432,2225,505,1396,399,759,286,330,269,70,88,90,152,57,96,90,148
0500000US34017,34017,"Hudson County, New Jersey",218364,746,106547,593,55090,2335,44,73,55046,2329,703,508,7967,1555,12035,1589,15692,1819,11000,2018,7649,1338,51457,2405,28569,1984,22888,2293,10206,1587,6020,1487,3198,1053,2831,812,491,390,142,144,111817,412,37759,2799,0,192,37759,2799,563,343,8346,1585,9141,1678,10509,1560,6892,1148,2308,820,74058,2813,46023,2260,28035,2465,12948,1841,9427,1589,2722,928,1634,637,722,504,582,390
0500000US34021,34021,"Mercer County, New Jersey",42805,374,23564,272,11560,1635,0,192,11560,1635,80,128,2782,1138,2398,926,3373,1027,2495,862,432,315,12004,1636,5992,1258,6012,1202,2443,668,1770,728,430,284,706,435,514,385,149,223,19241,252,6128,1019,0,192,6128,1019,65,111,1479,576,1285,615,1587,743,828,590,884,454,13113,1053,7143,1098,5970,997,3535,926,1477,597,475,279,257,322,165,243,61,103
0500000US34023,34023,"Middlesex County, New Jersey",115335,600,57574,445,29248,1733,0,192,29248,1733,156,177,5937,1344,7894,1345,6842,1501,5202,1211,3217,722,28326,1775,14568,1312,13758,1552,5955,1218,3719,1009,1533,594,1098,634,584,347,869,602,57761,422,21846,2195,0,192,21846,2195,486,291,4971,1131,5034,973,6507,1564,3418,1111,1430,454,35915,2144,21246,2057,14669,1686,6769,1175,4122,1039,1668,808,1232,379,788,436,90,103
0500000US34025,34025,"Monmouth County, New Jersey",44618,413,23114,248,12634,1346,0,192,12634,1346,51,88,2168,937,3612,1016,3212,999,1590,649,2001,687,10480,1401,3657,960,6823,1371,2582,894,2204,828,916,473,446,321,347,365,328,302,21504,336,7311,1151,0,192,7311,1151,300,286,1256,649,1975,694,1616,691,1384,539,780,409,14193,1203,7237,952,6956,1130,3613,963,1831,661,638,383,372,227,331,312,171,173
0500000US34027,34027,"Morris County, New Jersey",45501,495,23098,380,14763,1338,0,192,14763,1338,301,287,2168,951,1948,713,5006,1081,2893,881,2447,652,8335,1413,2854,790,5481,1215,2126,614,2061,1102,781,513,477,478,36,59,0,192,22403,290,8963,1175,0,192,8963,1175,65,103,1411,618,1888,644,2931,889,1649,607,1019,496,13440,1258,7902,1125,5538,1219,2571,700,1723,735,192,136,854,519,149,158,49,85
0500000US34029,34029,"Ocean County, New Jersey",34968,303,18041,165,8380,1238,0,192,8380,1238,130,162,2129,786,1425,695,2086,716,1081,488,1529,631,9661,1243,3558,830,6103,1201,2181,736,2106,820,982,507,554,415,280,387,0,192,16927,248,4972,1017,0,192,4972,1017,0,192,1115,515,843,371,1254,544,449,370,1311,554,11955,1040,6893,1151,5062,949,2562,862,1685,591,492,374,252,219,71,96,0,192
0500000US34031,34031,"Passaic County, New Jersey",140771,683,69109,487,40226,2522,0,192,40226,2522,599,535,7024,1568,10897,2054,10218,1524,6689,1275,4799,1151,28883,2574,18565,1892,10318,2008,3400,932,3021,955,1113,481,1589,835,353,345,842,542,71662,565,26169,1759,0,192,26169,1759,736,499,7133,1138,6717,1424,6741,1074,2879,866,1963,759,45493,1886,30881,2039,14612,1662,7064,1147,4822,1127,1045,562,1033,575,397,337,251,349
0500000US34035,34035,"Somerset County, New Jersey",31952,366,16275,226,9612,1120,0,192,9612,1120,0,192,1158,715,2234,770,2810,812,814,443,2596,888,6663,1142,2783,928,3880,918,1205,489,1595,657,389,426,197,245,294,238,200,208,15677,259,6865,1032,0,192,6865,1032,133,182,1596,729,1604,581,904,415,1941,650,687,388,8812,1079,4210,873,4602,1039,2094,640,1559,545,267,204,549,519,100,155,33,57
0500000US34037,34037,"Sussex County, New Jersey",7295,110,3547,159,1756,324,0,192,1756,324,0,192,127,185,250,207,431,285,399,278,549,305,1791,419,983,359,808,292,328,248,156,205,114,117,192,226,18,32,0,192,3748,177,1332,321,0,192,1332,321,0,192,234,233,183,179,89,87,457,301,369,241,2416,278,1162,288,1254,294,542,228,352,268,64,106,209,171,0,192,87,127
0500000US34039,34039,"Union County, New Jersey",117713,757,59787,450,32634,1998,0,192,32634,1998,865,495,5720,1376,8833,1506,8838,1417,5208,1113,3170,669,27153,1945,12809,1562,14344,1852,5950,1540,4611,988,1583,743,1491,810,225,222,484,458,57926,604,22825,1854,0,192,22825,1854,759,545,5640,1226,5268,1249,5948,1286,3364,875,1846,767,35101,1946,19940,1806,15161,1791,6290,1249,6006,1658,1395,641,951,505,519,345,0,192
0500000US35001,35001,"Bernalillo County, New Mexico",237945,894,115445,611,53132,3104,0,185,53132,3104,1899,848,7151,1947,11789,1820,16728,2029,10224,1488,5341,1006,62313,3100,36524,2539,25789,2525,12386,1869,7137,1371,2865,761,2628,939,486,293,287,258,122500,700,43504,2846,0,185,43504,2846,1810,763,7479,1363,10229,1972,13591,1895,7102,1298,3293,893,78996,3010,52787,2952,26209,2497,12889,2019,7480,1267,2966,940,1640,745,1131,569,103,119
0500000US35005,35005,"Chaves County, New Mexico",23849,261,11796,183,5640,645,0,185,5640,645,35,59,854,427,1523,570,1896,571,852,453,480,288,6156,660,3309,721,2847,590,1609,493,629,309,188,205,201,212,154,150,66,116,12053,183,3812,747,0,185,3812,747,19,29,1281,548,1318,575,664,261,530,411,0,185,8241,753,4947,736,3294,670,1932,573,986,403,233,273,143,185,0,185,0,185
0500000US35013,35013,"Doña Ana County, New Mexico",102802,631,49028,388,19344,1965,0,185,19344,1965,522,384,5039,1411,4388,1066,5505,1402,1992,656,1898,737,29684,1963,16916,1813,12768,1917,8810,1450,2163,819,1340,623,289,236,141,145,25,45,53774,455,17211,1899,0,185,17211,1899,1216,647,5012,1151,3371,1147,5852,1476,1215,719,545,297,36563,1961,21883,1687,14680,2078,8849,1551,3782,1276,1147,631,647,467,175,179,80,100
0500000US35025,35025,"Lea County, New Mexico",23233,344,12345,213,7827,769,0,185,7827,769,120,177,519,354,1390,680,2118,801,2322,786,1358,622,4518,771,2071,554,2447,630,667,396,698,443,640,339,343,281,99,93,0,185,10888,269,2332,642,0,185,2332,642,278,249,566,311,702,411,670,374,37,71,79,101,8556,706,4635,743,3921,795,1542,551,1258,588,1121,577,0,185,0,185,0,185
0500000US35043,35043,"Sandoval County, New Mexico",35260,377,17211,234,9135,978,18,32,9117,977,155,119,1165,665,1312,485,3747,953,1383,535,1355,505,8076,1009,5637,946,2439,740,895,486,916,486,261,195,257,236,110,198,0,185,18049,289,6417,1098,15,25,6402,1099,344,399,730,360,1143,493,2278,714,1535,794,372,253,11632,1066,7702,1056,3930,997,1668,762,655,350,940,619,389,304,67,102,211,328
0500000US35045,35045,"San Juan County, New Mexico",16549,228,8362,253,4130,706,0,185,4130,706,269,292,251,243,640,441,1686,600,513,292,771,418,4232,701,2178,697,2054,528,1009,465,660,357,163,226,81,138,141,164,0,185,8187,205,3094,577,0,185,3094,577,0,185,274,164,1209,555,1003,504,367,251,241,243,5093,631,3780,700,1313,506,819,405,180,180,249,243,0,185,65,108,0,185
0500000US35049,35049,"Santa Fe County, New Mexico",55841,442,28133,323,11727,1262,0,185,11727,1262,696,427,2320,668,1976,677,3270,662,1889,614,1576,582,16406,1265,8897,1124,7509,1058,3462,863,2236,626,1128,416,455,295,108,138,120,138,27708,302,9633,1154,0,185,9633,1154,609,327,1889,693,1216,534,3567,970,1729,580,623,292,18075,1234,11090,1144,6985,1208,4076,921,1588,548,471,245,583,355,226,147,41,57
