GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49
0500000US29157,29157,"Perry County, Missouri",18084,95,9081,128,2125,144,182,61,42,42,140,48,110,59,83,53,27,27,549,99,419,106,130,58,573,99,380,109,193,72,469,50,368,61,101,50,233,106,182,98,51,38,9,15,9,15,0,114,6956,214,9003,92,2332,122,137,62,67,46,70,42,91,58,58,53,33,29,624,124,405,121,219,80,438,85,309,74,129,62,586,80,475,76,111,57,398,116,265,89,133,73,58,44,49,43,9,15,6671,126
0500000US29159,29159,"Pettis County, Missouri",39822,174,19312,174,5036,236,331,105,178,84,153,82,286,90,249,83,37,37,1254,181,1187,173,67,41,1086,160,954,149,132,65,1304,141,1202,144,102,65,697,137,665,141,32,22,78,60,16,17,62,57,14276,229,20510,138,5558,234,211,80,167,69,44,38,409,158,390,158,19,22,1101,157,945,153,156,78,1196,135,1041,138,155,66,1208,110,1068,135,140,81,1260,179,1139,184,121,61,173,75,146,70,27,26,14952,236
0500000US29161,29161,"Phelps County, Missouri",42739,179,22146,214,8795,446,217,98,128,74,89,59,232,73,221,74,11,18,1195,204,963,207,232,122,1124,228,941,223,183,96,1142,177,1017,152,125,80,4400,509,4309,522,91,55,485,175,433,158,52,65,13351,458,20593,172,5865,307,195,73,70,47,125,65,205,111,194,109,11,19,893,172,800,161,93,62,1293,190,1168,192,125,74,1184,132,1050,131,134,71,1804,311,1425,262,379,175,291,115,255,121,36,42,14728,312
0500000US29163,29163,"Pike County, Missouri",17949,115,9841,83,1826,143,99,41,51,34,48,33,142,56,136,55,6,9,439,79,309,79,130,80,466,98,416,104,50,67,532,68,512,74,20,27,130,59,78,47,52,33,18,28,0,114,18,28,8015,135,8108,91,1941,153,113,65,43,58,70,50,138,93,69,43,69,66,302,101,289,99,13,14,490,123,354,112,136,72,480,96,434,90,46,38,390,107,205,86,185,79,28,27,13,21,15,17,6167,151
0500000US29165,29165,"Platte County, Missouri",83555,222,40981,193,11534,469,802,141,403,111,399,95,775,164,651,159,124,72,2250,246,1688,245,562,154,2400,246,1895,223,505,165,2385,170,2235,179,150,79,2088,301,1294,245,794,213,834,207,414,139,420,144,29447,425,42574,186,11668,382,687,153,227,78,460,125,682,166,571,145,111,85,2260,241,2018,242,242,88,2144,222,1885,226,259,93,2579,191,2385,179,194,96,2441,273,1554,244,887,181,875,187,551,130,324,127,30906,363
0500000US29167,29167,"Polk County, Missouri",29631,148,14788,139,4268,640,182,65,106,49,76,48,182,80,161,67,21,34,697,148,612,150,85,51,1113,237,977,245,136,76,679,162,611,151,68,42,1274,728,170,108,1104,795,141,69,46,41,95,58,10520,670,14843,129,4261,323,211,89,181,85,30,36,208,94,184,91,24,24,772,120,672,117,100,50,878,164,825,170,53,35,711,111,697,110,14,23,1230,258,711,194,519,209,251,152,16,23,235,151,10582,313
0500000US29169,29169,"Pulaski County, Missouri",46884,201,25954,294,7663,639,208,96,160,78,48,56,352,140,351,141,1,4,1215,213,1046,206,169,85,1396,189,1376,192,20,25,1585,258,1526,265,59,43,2449,515,1961,413,488,247,458,215,274,139,184,159,18291,693,20930,304,6455,379,344,116,307,113,37,42,243,104,243,104,0,114,1229,230,1155,225,74,54,1249,197,1157,190,92,67,1425,220,1363,229,62,54,1668,313,1240,309,428,142,297,128,166,80,131,113,14475,507
0500000US29171,29171,"Putnam County, Missouri",4905,54,2476,108,612,114,40,27,24,23,16,13,34,30,34,30,0,114,168,75,155,73,13,13,185,63,159,68,26,26,135,51,135,51,0,114,50,64,41,63,9,14,0,114,0,114,0,114,1864,94,2429,102,511,116,43,36,22,24,21,31,35,28,35,28,0,114,84,39,65,36,19,19,77,40,58,38,19,20,154,57,148,56,6,10,94,74,86,74,8,13,24,29,24,29,0,114,1918,111
0500000US29173,29173,"Ralls County, Missouri",9782,57,4937,48,1194,100,90,54,59,43,31,33,53,49,27,38,26,33,211,83,181,83,30,34,384,96,347,91,37,35,297,64,268,67,29,31,123,56,83,39,40,39,36,44,33,44,3,6,3743,105,4845,62,1140,95,116,65,64,53,52,42,5,7,5,7,0,114,209,63,163,55,46,48,310,75,245,75,65,64,277,45,277,45,0,114,194,77,131,66,63,44,29,31,24,30,5,8,3705,102
0500000US29175,29175,"Randolph County, Missouri",24376,126,12810,106,3270,171,220,91,185,87,35,29,169,87,156,87,13,20,703,117,653,112,50,42,722,118,655,117,67,35,1037,116,894,128,143,71,385,123,299,114,86,49,34,27,34,27,0,114,9540,194,11566,95,2792,160,157,72,143,65,14,26,148,64,114,58,34,40,559,123,486,127,73,65,779,129,685,118,94,62,552,98,525,98,27,26,537,134,372,121,165,112,60,49,54,49,6,9,8774,170
0500000US29177,29177,"Ray County, Missouri",22833,114,11510,108,2742,157,107,57,58,46,49,37,184,67,179,70,5,8,607,113,596,114,11,14,893,121,846,122,47,44,694,132,677,131,17,22,237,71,177,59,60,43,20,26,3,6,17,26,8768,180,11323,108,2941,158,88,60,36,28,52,46,164,51,133,43,31,25,796,120,738,122,58,43,561,107,539,104,22,21,672,61,622,61,50,35,567,132,418,119,149,65,93,49,47,36,46,34,8382,167
0500000US29179,29179,"Reynolds County, Missouri",6462,54,3322,64,737,79,59,39,59,39,0,114,44,30,44,30,0,114,103,46,103,46,0,114,282,68,282,68,0,114,205,65,201,67,4,7,44,29,44,29,0,114,0,114,0,114,0,114,2585,51,3140,45,638,61,24,22,24,22,0,114,31,27,31,27,0,114,148,51,148,51,0,114,189,51,189,51,0,114,129,15,129,15,0,114,106,52,95,50,11,11,11,10,11,10,0,114,2502,60
0500000US29181,29181,"Ripley County, Missouri",13577,91,6611,88,1432,104,56,32,56,32,0,114,87,41,87,41,0,114,342,74,342,74,0,114,432,102,417,95,15,25,314,75,278,75,36,44,132,61,96,57,36,23,69,59,69,59,0,114,5179,103,6966,67,1609,127,52,45,49,45,3,6,114,66,110,66,4,7,362,99,344,99,18,28,338,107,308,94,30,47,417,79,389,77,28,26,234,82,190,71,44,34,92,80,92,80,0,114,5357,141
0500000US29183,29183,"St. Charles County, Missouri",336608,445,165337,347,48439,789,3840,348,1752,267,2088,284,2565,279,2087,284,478,121,10386,507,8034,500,2352,296,10675,510,8593,479,2082,323,10980,396,9480,419,1500,211,7774,571,4617,403,3157,551,2219,290,969,162,1250,264,116898,764,171271,294,49220,676,3697,365,1460,219,2237,284,2129,299,1632,275,497,106,10155,509,8291,435,1864,269,10435,504,8696,497,1739,236,10068,407,8503,446,1565,223,9847,623,6827,552,3020,572,2889,313,1333,236,1556,255,122051,705
0500000US29185,29185,"St. Clair County, Missouri",9458,48,4701,41,847,60,21,32,21,32,0,114,50,29,40,25,10,14,192,48,188,48,4,6,257,48,241,47,16,21,282,49,251,43,31,32,42,36,25,31,17,16,3,5,0,114,3,5,3854,52,4757,41,904,69,22,16,22,16,0,114,61,33,61,33,0,114,208,55,184,57,24,35,271,57,242,56,29,29,203,37,158,49,45,35,128,45,113,48,15,16,11,16,0,114,11,16,3853,84
0500000US29186,29186,"Ste. Genevieve County, Missouri",17691,104,8859,146,1886,127,115,69,92,67,23,35,112,56,43,30,69,49,409,89,283,91,126,56,543,124,382,111,161,94,501,81,438,84,63,50,175,83,169,80,6,12,31,35,23,32,8,12,6973,214,8832,112,2271,154,111,54,60,42,51,45,83,38,52,28,31,28,552,99,396,103,156,69,469,111,357,107,112,75,580,88,489,98,91,52,417,128,275,106,142,86,59,51,33,31,26,31,6561,141
0500000US29187,29187,"St. Francois County, Missouri",61922,256,33156,179,7822,291,404,133,305,122,99,58,214,91,194,89,20,26,1663,238,1582,243,81,61,1854,237,1671,211,183,114,2465,207,2135,207,330,128,962,209,787,193,175,101,260,139,127,69,133,107,25334,311,28766,229,7455,290,421,120,308,106,113,63,416,127,376,124,40,45,1375,195,1223,187,152,65,1634,217,1553,220,81,50,1646,188,1553,183,93,81,1670,284,1425,264,245,112,293,113,184,77,109,67,21311,285
0500000US29189,29189,"St. Louis County, Missouri",964630,788,455566,618,134756,1510,9721,534,4558,444,5163,446,6206,502,4312,442,1894,296,26858,763,20946,829,5912,438,28711,887,22391,852,6320,508,30894,842,24353,740,6541,475,24480,937,15290,890,9190,697,7886,690,2553,385,5333,523,320810,1358,509064,605,138402,1428,8950,539,3963,423,4987,395,6063,586,4366,516,1697,319,24801,832,19095,873,5706,542,28272,789,21393,824,6879,570,29238,702,23112,795,6126,513,31005,1293,20224,1095,10781,770,10073,720,4094,440,5979,594,370662,1437
0500000US29195,29195,"Saline County, Missouri",22296,127,10935,142,3197,227,111,57,77,49,34,29,171,68,162,66,9,13,623,123,566,118,57,48,623,117,615,120,8,9,687,101,671,102,16,22,910,251,243,96,667,281,72,44,55,39,17,23,7738,229,11361,132,3055,190,85,50,65,39,20,28,218,67,194,66,24,32,631,98,605,98,26,24,543,90,508,89,35,42,601,89,565,92,36,30,917,216,414,241,503,201,60,34,12,10,48,32,8306,143
0500000US29197,29197,"Schuyler County, Missouri",4208,69,2103,112,495,68,62,30,56,29,6,9,12,17,12,17,0,114,174,47,167,48,7,10,138,56,114,49,24,35,71,33,71,33,0,114,29,22,29,22,0,114,9,9,2,4,7,8,1608,104,2105,103,413,90,5,7,5,7,0,114,20,22,20,22,0,114,112,63,73,50,39,50,113,54,111,54,2,5,82,41,82,41,0,114,68,36,63,35,5,7,13,16,13,16,0,114,1692,101
0500000US29199,29199,"Scotland County, Missouri",4555,64,2203,90,381,73,4,7,4,7,0,114,0,114,0,114,0,114,99,33,47,26,52,28,131,43,54,31,77,35,94,39,94,39,0,114,44,27,31,26,13,15,9,16,9,16,0,114,1822,89,2352,94,458,92,34,29,31,28,3,5,32,28,32,28,0,114,200,66,132,59,68,33,143,69,83,52,60,39,17,19,17,19,0,114,32,19,24,16,8,12,0,114,0,114,0,114,1894,106
0500000US29201,29201,"Scott County, Missouri",37675,172,18109,171,4892,214,353,101,276,95,77,38,177,77,165,75,12,16,1226,167,1060,172,166,73,1345,169,1255,168,90,49,1252,134,1174,154,78,58,474,136,453,128,21,25,65,60,45,54,20,28,13217,214,19566,202,4820,274,300,112,225,111,75,41,311,99,275,93,36,26,1044,172,897,183,147,85,1092,192,935,188,157,89,1120,132,1048,128,72,33,797,189,696,179,101,62,156,67,112,57,44,41,14746,241
0500000US29203,29203,"Shannon County, Missouri",8079,64,4008,86,890,111,79,62,79,62,0,114,34,34,34,34,0,114,162,71,162,71,0,114,280,89,280,89,0,114,258,57,248,56,10,15,69,41,69,41,0,114,8,12,0,114,8,12,3118,117,4071,76,1029,122,55,31,55,31,0,114,49,35,49,35,0,114,313,65,313,65,0,114,102,66,102,66,0,114,279,62,279,62,0,114,194,74,141,68,53,40,37,32,6,10,31,30,3042,101
0500000US29205,29205,"Shelby County, Missouri",6201,51,3076,41,739,71,89,39,58,34,31,23,59,37,59,37,0,114,168,47,168,47,0,114,190,57,170,57,20,25,185,30,168,37,17,23,44,32,44,32,0,114,4,7,4,7,0,114,2337,56,3125,42,748,55,40,24,18,16,22,20,15,12,15,12,0,114,155,42,155,42,0,114,228,45,228,45,0,114,198,27,188,29,10,11,88,32,51,27,37,24,24,30,0,114,24,30,2377,59
0500000US29207,29207,"Stoddard County, Missouri",29082,153,14101,127,3337,234,243,109,212,103,31,29,239,92,239,92,0,114,934,130,927,131,7,12,680,132,636,130,44,48,911,138,740,131,171,186,282,116,262,112,20,16,48,37,36,35,12,13,10764,201,14981,124,3306,191,155,82,130,78,25,28,248,75,248,75,0,114,754,136,714,138,40,36,798,143,755,140,43,45,775,99,730,92,45,34,464,133,366,116,98,57,112,50,73,47,39,34,11675,193
0500000US29209,29209,"Stone County, Missouri",31208,104,15301,103,2900,158,101,56,75,49,26,26,137,82,137,82,0,114,698,129,688,131,10,11,925,192,907,196,18,25,801,110,775,109,26,26,200,108,143,86,57,69,38,30,32,28,6,11,12401,153,15907,91,3046,241,164,70,118,53,46,41,201,96,169,83,32,46,796,172,743,178,53,53,784,219,769,220,15,22,717,140,628,116,89,94,316,143,198,92,118,108,68,37,52,34,16,19,12861,226
0500000US29211,29211,"Sullivan County, Missouri",6454,50,3195,69,639,54,50,31,50,31,0,114,30,21,30,21,0,114,180,76,172,78,8,12,192,58,185,58,7,11,139,35,139,35,0,114,48,37,46,37,2,3,0,114,0,114,0,114,2556,65,3259,55,768,66,35,23,35,23,0,114,70,34,70,34,0,114,242,46,236,49,6,10,126,41,126,41,0,114,206,33,190,34,16,18,87,50,87,50,0,114,2,4,0,114,2,4,2491,72
0500000US29213,29213,"Taney County, Missouri",47826,158,23231,154,5762,352,504,178,266,119,238,170,221,98,198,91,23,27,1417,230,1393,232,24,23,1287,215,1182,206,105,59,1117,127,1021,124,96,61,1125,259,212,84,913,271,91,59,48,45,43,38,17469,334,24595,138,6180,277,330,140,223,110,107,87,498,166,418,161,80,67,1134,197,1096,191,38,36,1071,206,1014,210,57,47,1384,160,1204,168,180,83,1626,257,580,165,1046,248,137,79,51,38,86,64,18415,294
0500000US29215,29215,"Texas County, Missouri",24745,128,12660,171,2728,182,84,55,72,49,12,15,132,74,132,74,0,114,548,133,542,134,6,10,682,140,674,141,8,10,1001,163,939,162,62,50,206,77,133,64,73,54,75,47,64,47,11,14,9932,224,12085,201,2884,208,152,78,146,77,6,8,178,74,176,74,2,4,711,130,643,130,68,43,572,135,534,134,38,35,714,122,630,89,84,84,477,125,315,106,162,73,80,49,42,35,38,35,9201,172
0500000US29217,29217,"Vernon County, Missouri",20000,114,9667,98,2320,96,135,62,89,55,46,39,240,125,143,94,97,108,506,125,458,110,48,56,678,151,614,155,64,50,549,44,476,78,73,63,195,78,188,79,7,7,17,23,14,22,3,5,7347,120,10333,87,2624,158,88,40,56,40,32,29,254,106,250,106,4,8,460,109,368,103,92,95,561,105,473,135,88,94,616,91,595,98,21,22,547,168,296,116,251,191,98,60,86,59,12,20,7709,155
0500000US29219,29219,"Warren County, Missouri",30395,116,15140,144,3463,166,236,75,105,50,131,63,222,82,174,78,48,42,881,133,611,128,270,134,737,115,549,115,188,82,999,97,922,99,77,44,273,97,222,92,51,47,115,71,50,60,65,51,11677,199,15255,154,3793,224,145,65,64,45,81,56,288,113,209,103,79,57,912,138,708,145,204,92,755,146,680,146,75,53,841,117,695,141,146,108,635,149,502,148,133,83,217,96,52,42,165,89,11462,218
0500000US29221,29221,"Washington County, Missouri",24055,136,12374,142,2656,175,78,54,72,53,6,9,200,98,194,98,6,12,800,151,781,148,19,22,697,151,697,151,0,114,639,112,629,113,10,16,190,83,158,73,32,35,52,56,0,114,52,56,9718,214,11681,152,2860,170,133,83,92,74,41,40,192,101,152,96,40,37,611,114,527,123,84,59,695,127,685,126,10,15,672,72,672,72,0,114,448,140,440,138,8,11,109,56,58,41,51,40,8821,199
0500000US29223,29223,"Wayne County, Missouri",13005,89,6480,80,1381,125,79,56,79,56,0,114,127,67,127,67,0,114,261,68,235,67,26,29,365,103,365,103,0,114,408,67,343,75,65,50,113,69,86,58,27,33,28,30,15,22,13,20,5099,125,6525,90,1266,107,51,34,51,34,0,114,195,99,195,99,0,114,271,88,271,88,0,114,176,66,143,61,33,30,286,38,264,30,22,23,261,84,255,84,6,13,26,31,26,31,0,114,5259,148
0500000US29225,29225,"Webster County, Missouri",34157,191,17274,156,4276,268,210,81,151,57,59,50,265,107,229,103,36,31,1114,189,950,194,164,89,1032,159,913,159,119,59,1243,163,1165,159,78,64,341,132,272,121,69,52,71,59,55,55,16,23,12998,286,16883,158,4234,268,228,87,184,71,44,49,311,92,278,94,33,31,934,112,829,104,105,68,1087,135,926,147,161,99,985,96,906,108,79,53,587,150,451,127,136,80,102,57,81,45,21,32,12649,259
0500000US29227,29227,"Worth County, Missouri",2135,27,1002,55,186,54,20,18,20,18,0,114,12,14,10,13,2,3,65,32,65,32,0,114,46,26,46,26,0,114,35,18,35,18,0,114,8,9,8,9,0,114,0,114,0,114,0,114,816,61,1133,65,276,75,25,15,16,12,9,10,8,12,8,12,0,114,50,28,46,27,4,9,70,30,67,30,3,5,69,33,69,33,0,114,41,24,26,17,15,17,13,12,5,6,8,11,857,85
0500000US29229,29229,"Wright County, Missouri",18099,139,8785,119,2167,187,169,73,157,72,12,19,107,54,93,48,14,20,508,114,435,98,73,70,587,127,528,126,59,44,596,72,553,79,43,35,152,94,94,66,58,68,48,32,26,26,22,20,6618,204,9314,96,2198,146,154,66,143,66,11,18,155,71,149,70,6,8,532,128,473,120,59,61,472,135,417,125,55,45,603,68,565,73,38,33,248,84,150,56,98,59,34,25,17,16,17,20,7116,149
0500000US29510,29510,"St. Louis city, Missouri",305909,531,146778,387,42162,1017,2684,360,1788,293,896,225,1897,279,1470,258,427,123,6878,501,5666,414,1212,235,8167,505,6450,472,1717,279,8652,445,7064,481,1588,252,9567,715,4896,563,4671,557,4317,536,1034,214,3283,541,104616,1015,159131,351,44074,948,2088,272,1419,241,669,166,2046,281,1487,232,559,194,6785,481,5377,460,1408,258,7593,531,5737,459,1856,318,8527,488,6846,477,1681,255,11932,792,6989,640,4943,508,5103,519,1491,247,3612,456,115057,933
0500000US30001,30001,"Beaverhead County, Montana",8819,66,4423,78,1272,150,51,31,40,28,11,18,69,49,69,49,0,104,174,61,174,61,0,104,282,66,271,65,11,19,265,48,249,50,16,19,385,134,376,131,9,14,46,34,23,21,23,27,3151,127,4396,80,1314,123,66,52,23,29,43,41,78,47,78,47,0,104,172,61,162,61,10,10,158,50,143,43,15,24,209,63,172,65,37,31,577,91,536,107,41,30,54,35,37,30,17,21,3082,103
0500000US30003,30003,"Big Horn County, Montana",11814,120,5931,181,1992,204,156,63,144,60,12,21,126,78,113,79,13,14,532,142,488,142,44,39,448,126,431,126,17,15,390,117,379,118,11,12,332,154,325,154,7,10,8,12,0,104,8,12,3939,223,5883,200,1740,245,312,88,299,84,13,19,74,45,66,44,8,12,363,113,317,117,46,42,385,123,336,118,49,35,315,88,291,87,24,30,263,123,246,126,17,16,28,39,28,39,0,104,4143,143
0500000US30005,30005,"Blaine County, Montana",6111,30,3088,33,926,57,83,38,69,32,14,16,92,33,92,33,0,104,166,38,133,40,33,26,234,41,230,42,4,7,260,33,253,37,7,10,86,38,76,36,10,15,5,7,3,5,2,5,2162,49,3023,35,823,62,59,34,59,34,0,104,27,18,22,17,5,8,206,36,183,39,23,18,240,42,219,42,21,25,149,37,149,37,0,104,113,42,110,41,3,6,29,19,19,16,10,13,2200,52
0500000US30007,30007,"Broadwater County, Montana",5138,83,2554,137,698,124,19,22,19,22,0,104,34,37,24,36,10,12,190,64,176,65,14,16,239,90,235,90,4,7,185,104,185,104,0,104,31,33,17,19,14,25,0,104,0,104,0,104,1856,192,2584,143,677,235,39,40,32,39,7,14,0,104,0,104,0,104,105,60,100,59,5,10,319,159,313,159,6,10,152,83,152,83,0,104,62,45,15,19,47,42,0,104,0,104,0,104,1907,177
0500000US30009,30009,"Carbon County, Montana",9778,43,4946,60,1070,76,55,33,33,26,22,23,53,35,53,35,0,104,297,64,283,66,14,10,288,63,267,57,21,16,289,47,285,47,4,6,72,46,72,46,0,104,16,18,10,16,6,10,3876,76,4832,46,979,67,46,28,31,24,15,18,95,40,82,44,13,12,217,54,206,58,11,10,257,72,236,64,21,20,245,33,235,33,10,9,85,47,67,44,18,18,34,24,17,18,17,17,3853,76
0500000US30011,30011,"Carter County, Montana",1278,100,634,63,113,39,0,104,0,104,0,104,5,4,5,4,0,104,8,7,8,7,0,104,37,19,32,18,5,6,60,31,59,31,1,2,3,7,3,7,0,104,0,104,0,104,0,104,521,38,644,53,116,27,6,6,6,6,0,104,6,5,6,5,0,104,50,24,47,24,3,4,15,9,15,9,0,104,32,16,28,16,4,4,1,3,0,104,1,3,6,5,6,5,0,104,528,43
0500000US30013,30013,"Cascade County, Montana",77310,237,38375,226,9445,340,601,139,319,108,282,95,517,125,471,118,46,40,1736,238,1595,219,141,72,2190,232,1996,239,194,100,2404,219,2179,210,225,91,1595,271,1144,212,451,194,402,138,253,88,149,93,28930,372,38935,234,10066,411,555,157,238,120,317,118,508,161,465,160,43,38,1811,230,1586,225,225,95,2232,254,1932,256,300,120,2250,216,2042,217,208,102,2081,289,1762,254,319,125,629,182,432,143,197,105,28869,359
0500000US30015,30015,"Chouteau County, Montana",5546,32,2731,39,717,51,62,28,52,27,10,8,51,30,51,30,0,104,173,36,164,34,9,12,170,34,151,36,19,11,191,36,181,36,10,9,61,28,48,23,13,13,9,8,8,8,1,4,2014,41,2815,41,750,60,80,29,74,28,6,6,58,25,54,25,4,5,142,29,139,29,3,5,168,39,155,42,13,11,205,34,197,35,8,7,83,28,59,25,24,24,14,11,14,11,0,104,2065,48
0500000US30017,30017,"Custer County, Montana",11078,84,5596,88,1130,93,49,36,43,34,6,13,89,37,89,37,0,104,308,52,308,52,0,104,197,59,160,48,37,34,395,58,395,58,0,104,73,73,73,73,0,104,19,29,19,29,0,104,4466,144,5482,86,1458,141,56,39,24,24,32,29,118,54,118,54,0,104,264,61,252,59,12,27,252,61,235,57,17,26,367,59,326,64,41,53,354,120,309,111,45,39,47,33,31,27,16,25,4024,138
0500000US30019,30019,"Daniels County, Montana",1617,142,808,78,146,37,0,104,0,104,0,104,44,24,44,24,0,104,16,10,16,10,0,104,56,27,56,27,0,104,30,16,30,16,0,104,0,104,0,104,0,104,0,104,0,104,0,104,662,62,809,90,182,53,4,5,0,104,4,5,15,13,15,13,0,104,57,27,57,27,0,104,34,21,34,21,0,104,52,31,52,31,0,104,11,13,11,13,0,104,9,9,8,9,1,3,627,73
0500000US30021,30021,"Dawson County, Montana",8618,53,4444,84,974,126,96,58,61,56,35,31,90,65,90,65,0,104,148,70,148,70,0,104,179,72,160,70,19,13,248,54,198,64,50,46,172,132,161,133,11,14,41,36,39,35,2,3,3470,129,4174,60,927,131,20,23,10,20,10,10,27,26,27,26,0,104,213,52,213,52,0,104,196,38,175,37,21,16,125,48,122,45,3,5,294,114,270,125,24,34,52,32,52,32,0,104,3247,153
0500000US30023,30023,"Deer Lodge County, Montana",9054,48,4817,287,696,110,53,37,41,32,12,21,0,104,0,104,0,104,263,60,263,60,0,104,201,74,201,74,0,104,128,74,128,74,0,104,51,45,51,45,0,104,0,104,0,104,0,104,4121,318,4237,285,843,265,45,35,23,29,22,22,32,35,32,35,0,104,73,54,73,54,0,104,124,67,124,67,0,104,347,210,347,210,0,104,172,141,157,180,15,54,50,41,40,38,10,16,3394,156
0500000US30025,30025,"Fallon County, Montana",2690,19,1381,25,265,38,14,19,14,19,0,104,0,104,0,104,0,104,86,37,86,37,0,104,60,34,60,34,0,104,92,23,92,23,0,104,13,22,13,22,0,104,0,104,0,104,0,104,1116,46,1309,24,289,25,14,14,0,104,14,14,9,9,9,9,0,104,69,28,69,28,0,104,68,29,68,29,0,104,72,12,72,12,0,104,35,24,33,24,2,3,22,13,16,11,6,9,1020,36
0500000US30027,30027,"Fergus County, Montana",11252,55,5683,68,1118,128,42,33,37,32,5,7,58,46,58,46,0,104,244,99,244,99,0,104,261,101,261,101,0,104,415,99,415,99,0,104,98,83,54,61,44,61,0,104,0,104,0,104,4565,144,5569,77,1215,201,34,40,10,14,24,36,30,25,30,25,0,104,198,68,198,68,0,104,297,117,297,117,0,104,259,62,259,62,0,104,299,126,297,126,2,5,98,57,94,56,4,7,4354,181
0500000US30029,30029,"Flathead County, Montana",85793,264,42658,223,9682,390,687,170,204,102,483,146,887,259,839,255,48,38,2347,275,1971,255,376,203,2112,319,1782,304,330,107,2630,203,2496,206,134,57,840,199,759,186,81,60,179,95,104,59,75,69,32976,334,43135,218,9752,384,467,132,175,95,292,102,498,151,421,152,77,48,2280,237,2056,222,224,111,2255,293,2063,292,192,57,2501,204,2299,191,202,97,1454,254,1100,194,354,146,297,119,161,76,136,88,33383,403
0500000US30031,30031,"Gallatin County, Montana",84377,205,43797,173,13726,577,536,155,275,111,261,98,437,119,317,112,120,61,1838,209,1650,225,188,82,2011,207,1646,183,365,116,1774,215,1579,199,195,77,6195,585,5990,579,205,87,935,225,899,225,36,36,30071,629,40580,217,12739,396,716,157,201,102,515,144,522,128,482,121,40,38,2050,222,1750,234,300,114,1682,197,1402,195,280,97,1690,161,1503,165,187,88,5019,347,4881,357,138,60,1060,209,992,205,68,52,27841,408
0500000US30033,30033,"Garfield County, Montana",1181,90,608,56,148,30,0,104,0,104,0,104,8,6,8,6,0,104,16,11,16,11,0,104,56,19,56,19,0,104,49,16,49,16,0,104,19,15,5,7,14,14,0,104,0,104,0,104,460,45,573,54,131,30,4,6,4,6,0,104,11,8,11,8,0,104,26,12,26,12,0,104,56,19,56,19,0,104,17,10,17,10,0,104,15,12,11,9,4,7,2,4,2,4,0,104,442,42
0500000US30035,30035,"Glacier County, Montana",12569,124,6147,125,2012,163,252,119,200,111,52,53,188,111,188,111,0,104,435,131,417,133,18,28,449,134,355,127,94,78,428,106,428,106,0,104,243,107,206,99,37,43,17,23,17,23,0,104,4135,147,6422,124,1975,198,204,84,183,78,21,28,80,44,80,44,0,104,494,101,465,104,29,39,415,98,378,104,37,44,353,59,353,59,0,104,374,116,353,109,21,26,55,47,36,37,19,31,4447,190
0500000US30037,30037,"Golden Valley County, Montana",794,69,400,43,88,20,0,104,0,104,0,104,7,7,7,7,0,104,32,14,32,14,0,104,32,12,24,10,8,8,17,10,17,10,0,104,0,104,0,104,0,104,0,104,0,104,0,104,312,33,394,51,66,22,0,104,0,104,0,104,0,104,0,104,0,104,7,7,7,7,0,104,18,9,18,9,0,104,28,15,28,15,0,104,8,9,8,9,0,104,5,5,5,5,0,104,328,47
0500000US30039,30039,"Granite County, Montana",2992,13,1536,32,257,43,26,19,10,15,16,15,17,16,17,16,0,104,42,20,42,20,0,104,72,26,72,26,0,104,84,31,84,31,0,104,7,10,7,10,0,104,9,16,1,2,8,16,1279,44,1456,29,319,48,27,22,0,104,27,22,10,11,10,11,0,104,64,37,58,39,6,9,75,32,63,31,12,18,75,23,75,23,0,104,37,32,37,32,0,104,31,23,26,23,5,7,1137,46
