GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23
0500000US19163,19163,"Scott County, Iowa",10479,*****,5558,486,2277,486,2277,486,0,157,0,157,0,157,3281,*****,2698,346,583,346,311,312,272,245,4921,486,1846,486,1846,486,0,157,0,157,0,157,3075,*****,2648,191,427,191,318,172,109,105
0500000US19193,19193,"Woodbury County, Iowa",15080,*****,7185,878,2492,888,1966,815,526,446,351,353,175,287,4693,160,1710,573,2983,568,882,549,2101,595,7895,878,3958,888,2974,1023,984,701,214,311,770,770,3937,159,1225,497,2712,536,712,433,2000,616
0500000US20091,20091,"Johnson County, Kansas",41783,*****,21381,*****,8247,*****,7431,378,816,378,143,128,673,370,13134,*****,5312,1035,7822,1035,1237,603,6585,1148,20402,*****,7813,*****,7455,294,358,295,182,182,176,238,12589,*****,6277,946,6312,946,1440,681,4872,948
0500000US20173,20173,"Sedgwick County, Kansas",69318,*****,35609,*****,14831,*****,14128,401,703,400,54,87,649,382,20778,*****,10561,1380,10217,1379,3005,788,7212,1348,33709,*****,14345,*****,13909,349,436,349,0,170,436,349,19364,*****,10470,1267,8894,1267,2728,885,6166,1177
0500000US20177,20177,"Shawnee County, Kansas",20613,*****,10198,274,3998,274,3669,426,329,519,0,170,329,519,6200,*****,2950,563,3250,563,752,427,2498,712,10415,274,4409,274,4167,270,242,236,0,170,242,236,6006,*****,3358,649,2648,649,739,415,1909,485
0500000US20209,20209,"Wyandotte County, Kansas",43422,*****,22829,*****,8818,*****,8124,310,694,310,0,170,694,310,14011,*****,5144,849,8867,849,1146,524,7721,858,20593,*****,8499,*****,7202,542,1297,542,0,170,1297,542,12094,*****,4498,852,7596,852,867,410,6729,960
0500000US21067,21067,"Fayette County, Kentucky",21202,*****,11968,578,4102,529,3875,570,227,181,126,110,101,133,7866,164,2279,914,5587,932,657,403,4930,965,9234,578,3763,529,2984,797,779,775,71,123,708,790,5471,164,2275,763,3196,743,328,334,2868,756
0500000US21111,21111,"Jefferson County, Kentucky",35643,*****,19094,408,6393,408,5076,449,1317,628,678,484,639,424,12701,*****,3405,1287,9296,1287,2090,769,7206,1445,16549,407,6087,407,5271,686,816,540,149,166,667,480,10462,*****,3665,813,6797,813,2277,704,4520,794
0500000US21227,21227,"Warren County, Kentucky",5942,*****,2902,379,987,371,826,312,161,118,0,189,161,118,1915,87,218,169,1697,169,328,157,1369,180,3040,379,1317,371,888,405,429,166,0,189,429,166,1723,87,288,227,1435,253,110,116,1325,276
0500000US22015,22015,"Bossier Parish, Louisiana",7790,*****,3761,284,1191,272,928,403,263,278,0,203,263,278,2570,177,1248,768,1322,748,49,102,1273,764,4029,283,1625,272,1204,518,421,499,0,203,421,499,2404,177,1588,549,816,532,178,189,638,530
0500000US22017,22017,"Caddo Parish, Louisiana",6912,*****,3741,704,1102,690,1102,690,0,203,0,203,0,203,2639,179,979,526,1660,497,344,336,1316,633,3171,704,1115,690,1115,690,0,203,0,203,0,203,2056,178,1303,372,753,385,187,161,566,399
0500000US22019,22019,"Calcasieu Parish, Louisiana",5682,*****,2918,506,815,310,689,408,126,194,0,203,126,194,2103,273,1149,591,954,485,317,331,637,370,2764,506,1110,310,705,413,405,385,69,122,336,383,1654,274,991,285,663,365,244,345,419,291
0500000US22033,22033,"East Baton Rouge Parish, Louisiana",17368,*****,9946,963,2544,707,2245,466,299,442,0,203,299,442,7402,420,3014,1058,4388,1274,1019,579,3369,1575,7422,963,2275,707,2275,707,0,203,0,203,0,203,5147,420,3167,868,1980,711,1043,483,937,628
0500000US22051,22051,"Jefferson Parish, Louisiana",58359,*****,31441,327,8066,327,6564,628,1502,756,338,358,1164,710,23375,*****,7369,1847,16006,1847,4369,1042,11637,1775,26918,327,7039,327,6568,500,471,343,0,203,471,343,19879,*****,6300,1148,13579,1148,6062,1193,7517,1339
0500000US22055,22055,"Lafayette Parish, Louisiana",9883,*****,5477,568,1574,464,1480,459,94,161,94,161,0,203,3903,318,974,531,2929,545,1310,790,1619,1087,4406,568,1243,465,971,409,272,435,0,203,272,435,3163,318,1657,720,1506,673,495,481,1011,672
0500000US22057,22057,"Lafourche Parish, Louisiana",4111,*****,2557,210,871,127,871,127,0,203,0,203,0,203,1686,179,929,512,757,458,268,381,489,403,1554,210,396,127,240,245,156,146,0,203,156,146,1158,178,578,367,580,383,117,146,463,427
0500000US22071,22071,"Orleans Parish, Louisiana",20849,*****,11632,112,2271,112,1848,371,423,340,141,162,282,301,9361,*****,5083,885,4278,885,1140,451,3138,789,9217,111,2098,112,1840,188,258,260,258,260,0,203,7119,*****,2888,635,4231,635,1872,442,2359,618
0500000US22103,22103,"St. Tammany Parish, Louisiana",12515,*****,6491,422,1950,326,1626,345,324,367,0,203,324,367,4541,273,1860,786,2681,727,1396,931,1285,1112,6024,422,1891,326,1891,326,0,203,0,203,0,203,4133,273,2891,500,1242,460,735,335,507,338
0500000US22109,22109,"Terrebonne Parish, Louisiana",5096,*****,3084,528,1041,466,785,422,256,382,0,203,256,382,2043,173,342,266,1701,297,266,350,1435,440,2012,528,733,466,733,466,0,203,0,203,0,203,1279,173,453,299,826,316,524,308,302,292
0500000US23005,23005,"Cumberland County, Maine",5407,*****,2885,582,945,480,945,480,0,165,0,165,0,165,1940,379,1142,651,798,422,526,445,272,225,2522,582,776,480,701,506,75,133,0,165,75,133,1746,379,789,304,957,413,295,252,662,408
0500000US24003,24003,"Anne Arundel County, Maryland",38330,*****,19975,467,6640,467,5569,673,1071,729,354,347,717,664,13335,*****,5319,1616,8016,1615,2811,1154,5205,1604,18355,467,6577,467,6176,396,401,508,41,67,360,503,11778,*****,6010,1429,5768,1428,2263,836,3505,1174
0500000US24005,24005,"Baltimore County, Maryland",39234,*****,20680,222,7003,222,5958,677,1045,573,314,352,731,445,13677,*****,6877,1144,6800,1143,1487,558,5313,1092,18554,222,6270,222,5751,360,519,357,251,312,268,250,12284,*****,5843,1195,6441,1195,2647,782,3794,1143
0500000US24017,24017,"Charles County, Maryland",7656,*****,3384,395,1108,363,1108,363,0,197,0,197,0,197,2276,136,1267,350,1009,378,299,233,710,394,4272,394,1577,363,1409,258,168,136,0,197,168,136,2695,136,1328,589,1367,570,392,266,975,610
0500000US24021,24021,"Frederick County, Maryland",19419,*****,10222,657,3679,657,3352,598,327,356,32,57,295,365,6543,*****,2807,773,3736,773,1943,662,1793,783,9197,657,3098,657,3060,649,38,69,0,197,38,69,6099,*****,2730,753,3369,753,1737,677,1632,572
0500000US24027,24027,"Howard County, Maryland",19153,*****,10639,613,3792,540,3742,540,50,79,50,79,0,197,6847,355,3500,1527,3347,1742,728,662,2619,1836,8514,613,2705,540,2160,645,545,376,356,307,189,207,5809,354,3015,907,2794,817,1496,738,1298,784
0500000US24031,24031,"Montgomery County, Maryland",185950,*****,93839,*****,28810,*****,25917,941,2893,940,276,268,2617,879,65029,*****,15076,1740,49953,1740,17159,2263,32794,2475,92111,*****,27622,*****,25065,857,2557,857,753,473,1804,779,64489,*****,16569,2026,47920,2026,20401,1765,27519,2547
0500000US24033,24033,"Prince George's County, Maryland",144091,*****,78649,*****,23567,*****,21245,825,2322,825,44,73,2278,828,55082,*****,9904,1333,45178,1333,7567,1404,37611,1638,65442,*****,22085,*****,19874,843,2211,843,118,112,2093,824,43357,*****,8407,1418,34950,1418,8366,1081,26584,1565
0500000US24043,24043,"Washington County, Maryland",5944,*****,2983,374,978,317,944,316,34,62,34,62,0,197,2005,176,1155,403,850,352,397,310,453,276,2961,374,1236,317,1236,317,0,197,0,197,0,197,1725,177,903,289,822,267,473,231,349,284
0500000US24045,24045,"Wicomico County, Maryland",5163,*****,3039,526,1256,501,1256,501,0,197,0,197,0,197,1783,113,405,251,1378,226,275,284,1103,279,2124,526,659,501,659,501,0,197,0,197,0,197,1465,113,558,266,907,273,393,215,514,236
0500000US24510,24510,"Baltimore city, Maryland",28440,*****,15705,170,4522,171,4349,239,173,203,46,77,127,202,11183,*****,5001,897,6182,898,1500,508,4682,951,12735,170,4030,170,3834,331,196,258,0,197,196,258,8705,*****,4499,938,4206,938,911,433,3295,975
0500000US25001,25001,"Barnstable County, Massachusetts",5534,*****,3585,667,1442,429,1267,475,175,281,175,281,0,203,2143,546,1433,644,710,391,434,309,276,291,1949,667,450,429,450,429,0,203,0,203,0,203,1499,546,780,453,719,495,482,396,237,235
0500000US25003,25003,"Berkshire County, Massachusetts",4985,*****,2307,241,676,236,454,197,222,233,0,203,222,233,1631,151,941,413,690,430,474,358,216,192,2678,241,918,236,781,291,137,206,0,203,137,206,1760,152,671,364,1089,428,216,188,873,474
0500000US25005,25005,"Bristol County, Massachusetts",37184,*****,18760,*****,7142,*****,6879,244,263,244,105,169,158,181,11618,*****,8309,885,3309,885,1267,577,2042,721,18424,*****,6894,*****,6821,95,73,95,37,67,36,66,11530,*****,8742,717,2788,717,1136,472,1652,558
0500000US25009,25009,"Essex County, Massachusetts",137475,*****,67429,*****,23654,*****,21697,692,1957,692,691,419,1266,591,43775,*****,18292,2017,25483,2017,10331,1529,15152,2040,70046,*****,22560,*****,19464,1281,3096,1281,536,393,2560,1298,47486,*****,20785,1535,26701,1535,14977,1539,11724,1453
0500000US25013,25013,"Hampden County, Massachusetts",105628,*****,50499,*****,19560,*****,19467,92,93,93,25,42,68,82,30939,*****,26377,1245,4562,1244,2443,805,2119,796,55129,*****,18544,*****,18046,352,498,352,325,282,173,172,36585,*****,32060,1638,4525,1638,2171,876,2354,1122
0500000US25017,25017,"Middlesex County, Massachusetts",113567,*****,57287,*****,18010,*****,16648,884,1362,884,259,244,1103,837,39277,*****,18957,2217,20320,2217,7109,1302,13211,2041,56280,*****,17282,*****,14842,1125,2440,1125,849,757,1591,904,38998,*****,19876,1753,19122,1753,7173,1234,11949,1710
0500000US25021,25021,"Norfolk County, Massachusetts",26306,*****,12872,235,3826,235,3656,239,170,148,38,69,132,131,9046,*****,4918,1130,4128,1130,2811,1151,1317,676,13434,235,3869,234,3510,337,359,274,43,88,316,252,9565,*****,5794,870,3771,870,2487,810,1284,534
0500000US25023,25023,"Plymouth County, Massachusetts",17676,*****,8858,211,3043,210,3004,207,39,74,39,74,0,203,5815,*****,4815,521,1000,521,442,446,558,344,8818,211,3134,211,2959,328,175,258,175,258,0,203,5684,*****,4032,814,1652,814,1507,834,145,197
0500000US25025,25025,"Suffolk County, Massachusetts",160796,*****,79661,*****,22975,*****,20638,797,2337,797,109,145,2228,784,56686,*****,19656,2298,37030,2297,11482,2130,25548,2664,81135,*****,22215,*****,20415,677,1800,676,339,275,1461,647,58920,*****,22498,2015,36422,2015,16303,2009,20119,2219
0500000US25027,25027,"Worcester County, Massachusetts",82087,*****,41015,*****,14511,*****,14243,228,268,228,131,175,137,141,26504,*****,19717,1343,6787,1343,3398,912,3389,1007,41072,*****,13482,*****,12530,619,952,620,237,256,715,551,27590,*****,18174,1570,9416,1570,4550,1010,4866,1561
0500000US26005,26005,"Allegan County, Michigan",7879,*****,3959,228,1663,163,1487,195,176,239,16,29,160,239,2296,165,1361,335,935,349,195,163,740,284,3920,228,1631,163,1548,150,83,105,0,168,83,105,2289,165,1806,305,483,264,84,101,399,263
0500000US26021,26021,"Berrien County, Michigan",7728,*****,3759,592,1274,600,1145,538,129,164,27,51,102,149,2485,97,1621,417,864,414,279,208,585,290,3969,592,1712,601,1712,601,0,168,0,168,0,168,2257,97,644,456,1613,437,347,183,1266,397
0500000US26065,26065,"Ingham County, Michigan",21539,*****,10777,303,3654,303,3654,303,0,168,0,168,0,168,7123,*****,5276,636,1847,635,894,377,953,576,10762,302,3488,303,3259,343,229,320,22,39,207,321,7274,*****,5917,761,1357,761,593,328,764,575
0500000US26077,26077,"Kalamazoo County, Michigan",11519,*****,6222,224,2398,100,2361,108,37,67,0,168,37,67,3824,205,1735,838,2089,768,50,85,2039,785,5297,224,1839,101,1728,200,111,188,0,168,111,188,3458,204,2097,488,1361,431,294,327,1067,339
0500000US26081,26081,"Kent County, Michigan",62303,*****,31877,*****,13252,*****,12781,354,471,353,100,128,371,308,18625,*****,8264,1634,10361,1635,1956,674,8405,1729,30426,*****,12714,*****,11326,776,1388,776,193,233,1195,767,17712,*****,9110,1061,8602,1061,2620,785,5982,1109
0500000US26099,26099,"Macomb County, Michigan",20841,*****,10510,*****,3880,*****,3523,370,357,370,0,168,357,370,6630,*****,4905,730,1725,730,616,415,1109,617,10331,*****,3715,*****,3611,176,104,176,0,168,104,176,6616,*****,4863,536,1753,535,881,396,872,510
0500000US26121,26121,"Muskegon County, Michigan",8845,*****,4240,553,1561,493,1430,430,131,188,131,188,0,168,2679,281,2458,252,221,195,0,168,221,195,4605,553,2139,494,2139,494,0,168,0,168,0,168,2466,281,2171,432,295,217,48,47,247,214
0500000US26125,26125,"Oakland County, Michigan",45756,*****,23002,*****,8585,*****,7553,513,1032,513,212,176,820,421,14417,*****,8875,1059,5542,1059,1934,759,3608,887,22754,*****,8272,*****,7084,536,1188,536,273,178,915,489,14482,*****,8686,1017,5796,1017,2256,725,3540,811
0500000US26139,26139,"Ottawa County, Michigan",25283,*****,12734,475,5200,454,5016,491,184,202,130,183,54,99,7534,382,5944,1058,1590,1043,581,628,1009,735,12549,475,4899,454,4251,789,648,638,68,83,580,625,7650,382,6010,778,1640,823,746,485,894,679
0500000US26159,26159,"Van Buren County, Michigan",8124,*****,3821,415,1443,398,1396,390,47,79,0,168,47,79,2378,219,999,458,1379,565,344,270,1035,519,4303,415,2029,399,2029,399,0,168,0,168,0,168,2274,219,1408,620,866,619,191,221,675,611
0500000US26161,26161,"Washtenaw County, Michigan",15434,*****,7591,254,2279,254,1710,241,569,376,373,278,196,263,5312,*****,2351,614,2961,615,1188,510,1773,618,7843,254,2360,253,2000,432,360,324,360,324,0,168,5483,*****,3362,836,2121,835,921,445,1200,587
0500000US26163,26163,"Wayne County, Michigan",98590,*****,49987,*****,18478,*****,17811,530,667,531,321,393,346,264,31509,*****,19218,1353,12291,1353,3106,934,9185,1116,48603,*****,18082,*****,17416,331,666,331,135,130,531,315,30521,*****,18212,1535,12309,1535,4272,1000,8037,1198
0500000US27003,27003,"Anoka County, Minnesota",13168,*****,7016,311,2739,236,2314,335,425,292,92,85,333,292,4277,191,1816,872,2461,794,511,398,1950,771,6152,311,2514,236,1862,412,652,327,211,293,441,271,3638,190,1590,431,2048,495,496,306,1552,510
0500000US27037,27037,"Dakota County, Minnesota",26416,*****,13901,308,5665,307,5341,340,324,296,46,80,278,285,8236,*****,3202,896,5034,895,648,303,4386,905,12515,308,4974,307,4347,671,627,508,145,136,482,509,7541,*****,3052,985,4489,986,1002,517,3487,931
0500000US27053,27053,"Hennepin County, Minnesota",81734,*****,43498,*****,16210,*****,14272,815,1938,816,948,620,990,455,27288,*****,7887,1322,19401,1323,4239,952,15162,1595,38236,*****,15223,*****,12409,987,2814,987,807,350,2007,987,23013,*****,7264,1303,15749,1303,3651,956,12098,1472
0500000US27109,27109,"Olmsted County, Minnesota",6768,*****,3551,640,1419,614,1027,518,392,573,0,145,392,573,2132,149,835,389,1297,411,172,162,1125,393,3217,640,1231,614,1196,621,35,59,0,145,35,59,1986,149,767,396,1219,394,353,293,866,355
0500000US27123,27123,"Ramsey County, Minnesota",38300,*****,19959,*****,7375,*****,6989,409,386,409,47,82,339,372,12584,*****,6509,1069,6075,1069,1201,689,4874,1129,18341,*****,7044,*****,6453,475,591,475,179,187,412,395,11297,*****,6692,923,4605,922,966,431,3639,1052
0500000US27139,27139,"Scott County, Minnesota",6398,*****,2919,200,1078,174,978,138,100,112,0,145,100,112,1841,80,786,454,1055,453,386,330,669,425,3479,200,1553,175,1437,237,116,120,0,145,116,120,1926,80,887,394,1039,392,369,345,670,412
0500000US27145,27145,"Stearns County, Minnesota",4569,*****,2527,364,1172,345,1136,354,36,49,10,17,26,46,1355,115,492,293,863,244,126,115,737,260,2042,364,781,345,739,341,42,53,6,14,36,51,1261,115,521,226,740,237,192,201,548,253
0500000US27163,27163,"Washington County, Minnesota",9214,*****,4759,321,1948,209,1948,209,0,145,0,145,0,145,2811,199,2208,346,603,328,257,189,346,273,4455,321,1647,209,1574,213,73,108,73,108,0,145,2808,199,1355,491,1453,510,667,528,786,348
0500000US28033,28033,"DeSoto County, Mississippi",8191,*****,4708,351,1908,312,1822,344,86,147,0,208,86,147,2800,167,773,410,2027,484,643,328,1384,464,3483,351,1246,312,1067,343,179,172,35,64,144,159,2237,166,706,332,1531,417,419,334,1112,475
0500000US28047,28047,"Harrison County, Mississippi",10699,*****,6348,557,2073,550,2002,573,71,132,0,208,71,132,4275,221,2863,557,1412,611,239,275,1173,516,4351,557,1144,549,1104,553,40,77,0,208,40,77,3207,220,1724,631,1483,611,255,274,1228,563
0500000US28081,28081,"Lee County, Mississippi",2062,*****,1063,266,392,204,392,204,0,208,0,208,0,208,671,163,301,268,370,186,99,105,271,232,999,266,405,205,405,205,0,208,0,208,0,208,594,163,177,137,417,193,52,83,365,217
0500000US29047,29047,"Clay County, Missouri",14613,*****,7510,181,2830,181,2736,243,94,135,0,184,94,135,4680,*****,3185,489,1495,489,702,358,793,491,7103,182,2586,182,2419,233,167,166,74,106,93,135,4517,*****,3079,514,1438,514,484,310,954,485
0500000US29077,29077,"Greene County, Missouri",9485,*****,4797,654,1694,552,1632,527,62,112,0,184,62,112,3103,232,1603,632,1500,596,502,383,998,601,4688,654,1633,552,1416,645,217,308,217,308,0,184,3055,232,1990,294,1065,416,476,319,589,360
0500000US29095,29095,"Jackson County, Missouri",58650,*****,30097,*****,11256,*****,9913,736,1343,736,635,546,708,544,18841,*****,9768,1442,9073,1442,2256,1019,6817,1469,28553,*****,10927,*****,9513,553,1414,553,284,274,1130,594,17626,*****,8743,1253,8883,1253,2536,745,6347,1126
0500000US29097,29097,"Jasper County, Missouri",8561,*****,4628,669,2128,690,2057,707,71,121,0,184,71,121,2500,121,1873,431,627,413,201,240,426,365,3933,669,1510,690,1440,694,70,121,0,184,70,121,2423,121,1446,698,977,722,155,148,822,688
0500000US29165,29165,"Platte County, Missouri",5194,*****,2401,387,739,351,739,351,0,184,0,184,0,184,1662,134,1085,350,577,359,201,184,376,332,2793,387,1116,351,1066,361,50,98,0,184,50,98,1677,134,1298,356,379,324,0,184,379,324
0500000US29183,29183,"St. Charles County, Missouri",11364,*****,6358,312,2724,236,2565,326,159,217,0,184,159,217,3634,220,2305,479,1329,411,280,225,1049,451,5006,312,1568,236,1568,236,0,184,0,184,0,184,3438,220,1775,489,1663,514,396,326,1267,547
0500000US29189,29189,"St. Louis County, Missouri",26748,*****,13513,*****,4722,*****,4375,249,347,249,80,92,267,235,8791,*****,5423,933,3368,933,1203,497,2165,798,13235,*****,4714,*****,4253,452,461,453,4,8,457,452,8521,*****,5538,853,2983,852,1150,501,1833,765
0500000US29510,29510,"St. Louis city, Missouri",11901,*****,6495,568,1801,558,1314,544,487,398,0,184,487,398,4694,206,1839,679,2855,712,808,474,2047,830,5406,568,1708,558,1652,584,56,103,56,103,0,184,3698,205,2083,490,1615,430,932,435,683,316
0500000US31055,31055,"Douglas County, Nebraska",62859,*****,33044,*****,13310,*****,12227,590,1083,591,271,272,812,545,19734,*****,6369,1049,13365,1049,2931,881,10434,1338,29815,*****,12584,*****,11265,479,1319,480,102,144,1217,449,17231,*****,6938,1077,10293,1077,2366,746,7927,1215
0500000US31109,31109,"Lancaster County, Nebraska",18884,*****,9533,160,3397,160,3308,237,89,153,0,157,89,153,6136,*****,3427,628,2709,628,722,556,1987,691,9351,160,3824,160,3681,229,143,186,0,157,143,186,5527,*****,2938,671,2589,671,455,318,2134,626
0500000US31153,31153,"Sarpy County, Nebraska",13652,*****,6936,305,2685,219,2631,179,54,98,54,98,0,157,4251,182,2740,550,1511,510,556,367,955,575,6716,305,2735,219,2479,229,256,293,0,157,256,293,3981,182,2218,541,1763,590,705,373,1058,649
0500000US32003,32003,"Clark County, Nevada",608101,*****,309828,*****,106377,*****,99527,1442,6850,1442,631,361,6219,1356,203451,*****,89293,3885,114158,3886,37280,3002,76878,4455,298273,*****,102369,*****,96074,1342,6295,1343,467,384,5828,1354,195904,*****,88662,3896,107242,3896,36774,3000,70468,4312
0500000US32031,32031,"Washoe County, Nevada",100960,*****,51645,*****,18574,*****,17985,396,589,396,49,82,540,389,33071,*****,13020,1765,20051,1765,6695,1313,13356,1826,49315,*****,17868,*****,17018,540,850,540,53,91,797,536,31447,*****,13311,1597,18136,1597,6656,1195,11480,1671
0500000US33011,33011,"Hillsborough County, New Hampshire",23449,*****,12021,235,4441,235,4441,235,0,185,0,185,0,185,7580,*****,3664,1078,3916,1078,1818,841,2098,1027,11428,234,3988,235,3988,235,0,185,0,185,0,185,7440,*****,3415,958,4025,958,1570,561,2455,1006
0500000US34001,34001,"Atlantic County, New Jersey",50086,*****,25260,*****,8749,*****,8445,286,304,286,91,112,213,261,16511,*****,9360,1360,7151,1360,2199,792,4952,1176,24826,*****,8287,*****,7809,409,478,409,144,153,334,363,16539,*****,9315,1193,7224,1193,2952,937,4272,1114
0500000US34003,34003,"Bergen County, New Jersey",165442,*****,81132,*****,22617,*****,21294,620,1323,620,44,74,1279,608,58515,*****,25041,2526,33474,2526,15118,2072,18356,2660,84310,*****,21997,*****,20268,708,1729,707,455,393,1274,637,62313,*****,27048,2109,35265,2109,20379,2082,14886,1969
0500000US34005,34005,"Burlington County, New Jersey",33049,*****,17462,447,5244,447,4991,474,253,177,85,110,168,148,12218,*****,9003,1054,3215,1054,1180,473,2035,980,15587,447,5120,447,4709,284,411,510,0,200,411,510,10467,*****,8207,631,2260,631,1024,484,1236,573
0500000US34007,34007,"Camden County, New Jersey",78893,*****,39750,*****,14104,*****,13645,568,459,569,0,200,459,569,25646,*****,17034,1639,8612,1639,2953,1052,5659,1469,39143,*****,13247,*****,13247,4,0,200,0,200,0,200,25896,*****,17760,1324,8136,1324,3329,1044,4807,1252
0500000US34009,34009,"Cape May County, New Jersey",6699,*****,3752,335,1559,302,1559,302,0,200,0,200,0,200,2193,129,1325,724,868,703,62,91,806,714,2947,336,843,302,843,302,0,200,0,200,0,200,2104,130,1534,336,570,312,354,271,216,207
0500000US34011,34011,"Cumberland County, New Jersey",45060,*****,23592,398,7763,398,7147,605,616,502,0,200,616,502,15829,*****,10384,1361,5445,1361,617,421,4828,1365,21468,398,7904,398,7539,561,365,388,0,200,365,388,13564,*****,9017,1008,4547,1008,711,453,3836,853
0500000US34013,34013,"Essex County, New Jersey",171323,*****,87337,*****,25573,*****,24083,539,1490,539,450,363,1040,471,61764,*****,28109,2602,33655,2602,12537,1950,21118,2062,83986,*****,24198,*****,21869,773,2329,774,211,167,2118,745,59788,*****,29610,2034,30178,2035,12878,1503,17300,1592
0500000US34015,34015,"Gloucester County, New Jersey",15787,*****,7998,256,2889,256,2889,256,0,200,0,200,0,200,5109,*****,3175,642,1934,642,656,463,1278,642,7789,256,2795,256,2689,286,106,143,23,40,83,138,4994,*****,3449,603,1545,603,683,474,862,564
0500000US34017,34017,"Hudson County, New Jersey",283041,*****,139968,*****,35009,*****,31300,1013,3709,1013,563,400,3146,997,104959,*****,32572,2806,72387,2806,31732,2714,40655,3593,143073,*****,33462,*****,28538,1382,4924,1382,784,526,4140,1228,109611,*****,36644,3536,72967,3535,38021,3426,34946,3006
0500000US34019,34019,"Hunterdon County, New Jersey",7450,*****,3942,299,1370,258,1283,260,87,139,87,139,0,200,2572,165,1422,420,1150,430,482,337,668,423,3508,300,829,258,813,258,16,28,16,28,0,200,2679,166,1840,334,839,341,415,246,424,216
0500000US34021,34021,"Mercer County, New Jersey",60106,*****,32262,*****,9495,*****,8492,471,1003,471,53,92,950,467,22767,*****,8845,1594,13922,1594,3032,1009,10890,1820,27844,*****,8930,*****,8026,437,904,436,157,155,747,421,18914,*****,8235,1336,10679,1336,3301,970,7378,1431
0500000US34023,34023,"Middlesex County, New Jersey",161677,*****,81122,*****,24913,*****,22253,755,2660,755,596,372,2064,719,56209,*****,23667,2113,32542,2113,12065,1689,20477,2005,80555,*****,23811,*****,21639,777,2172,777,691,391,1481,692,56744,*****,25407,2331,31337,2331,13221,1592,18116,2293
0500000US34025,34025,"Monmouth County, New Jersey",64803,*****,33306,*****,10996,*****,10557,296,439,296,42,69,397,286,22310,*****,7893,1523,14417,1523,3634,1105,10783,1674,31497,*****,10620,*****,9745,446,875,446,88,106,787,433,20877,*****,8788,1169,12089,1169,3360,980,8729,1155
0500000US34027,34027,"Morris County, New Jersey",62027,*****,31547,*****,8654,*****,7479,614,1175,614,246,290,929,575,22893,*****,9592,1562,13301,1562,4738,1058,8563,1858,30480,*****,8386,*****,7153,664,1233,665,177,224,1056,669,22094,*****,10243,1431,11851,1430,5178,1218,6673,1173
0500000US34029,34029,"Ocean County, New Jersey",51320,*****,26330,*****,9157,*****,8412,603,745,603,136,166,609,581,17173,*****,9406,1428,7767,1428,2580,767,5187,1141,24990,*****,8624,*****,8436,206,188,206,150,194,38,63,16366,*****,9913,1115,6453,1115,1534,552,4919,1052
0500000US34031,34031,"Passaic County, New Jersey",196632,*****,97503,*****,30355,*****,27082,1127,3273,1127,316,261,2957,1107,67148,*****,29560,2594,37588,2594,13448,1791,24140,2439,99129,*****,29076,*****,24126,1301,4950,1300,960,524,3990,1103,70053,*****,28189,2471,41864,2470,18562,2118,23302,2155
0500000US34033,34033,"Salem County, New Jersey",5022,*****,2210,386,766,349,714,359,52,102,0,200,52,102,1444,144,207,190,1237,226,310,227,927,213,2812,386,1179,348,1156,356,23,43,0,200,23,43,1633,144,709,429,924,416,8,17,916,414
0500000US34035,34035,"Somerset County, New Jersey",46094,*****,24425,790,8138,790,6954,885,1184,844,440,442,744,734,16287,*****,6506,1452,9781,1452,3040,961,6741,1276,21669,790,6069,790,5690,858,379,289,135,182,244,230,15600,*****,7983,1276,7617,1276,4185,1033,3432,1029
0500000US34037,34037,"Sussex County, New Jersey",10218,*****,5140,358,1803,282,1779,284,24,40,24,40,0,200,3337,260,2226,664,1111,596,508,276,603,600,5078,358,1412,282,1388,286,24,40,24,40,0,200,3666,260,2699,430,967,464,456,263,511,474
0500000US34039,34039,"Union County, New Jersey",160808,*****,81794,*****,22988,*****,20710,1274,2278,1274,308,332,1970,1238,58806,*****,17321,2281,41485,2282,15873,1764,25612,2262,79014,*****,22078,*****,19097,836,2981,836,529,396,2452,779,56936,*****,17469,2081,39467,2080,17929,1559,21538,1806
0500000US34041,34041,"Warren County, New Jersey",8477,*****,3779,564,1148,472,933,374,215,239,0,200,215,239,2631,286,1315,784,1316,717,325,216,991,701,4698,564,1737,472,1443,808,294,402,0,200,294,402,2961,285,1683,685,1278,670,619,353,659,626
0500000US35001,35001,"Bernalillo County, New Mexico",328771,*****,161248,*****,50232,*****,47488,1192,2744,1192,0,195,2744,1192,111016,*****,86265,3107,24751,3106,5475,1197,19276,2950,167523,*****,48397,*****,46863,652,1534,652,312,317,1222,657,119126,*****,93738,3128,25388,3128,6354,1374,19034,2836
